instance "si-noninduced-gss-20201208" "si-parity-gss-20201208" "si-moreoddthaneven-gss-20201208" "si-lessthreeodd-gss-20201208" "si-noninduced-minion-preprocess-gac-20201208" "si-noninduced-hybrid-preprocess-gac-comm-checker-20201208" "si-noninduced-hybrid-preprocess-gac-comm-propagate-20201208" "si-noninduced-hybrid-preprocess-gac-comm-rollback-20201208" "si-moreoddthaneven-minion-preprocess-gac-20201208" "si-moreoddthaneven-hybrid-preprocess-gac-comm-checker-20201208" "si-moreoddthaneven-hybrid-preprocess-gac-comm-propagate-20201208" "si-moreoddthaneven-hybrid-preprocess-gac-comm-rollback-20201208" "si-lessthreeodd-minion-preprocess-gac-20201208" "si-lessthreeodd-hybrid-preprocess-gac-comm-checker-20201208" "si-lessthreeodd-hybrid-preprocess-gac-comm-propagate-20201208" "si-lessthreeodd-hybrid-preprocess-gac-comm-rollback-20201208" "si-parity-minion-preprocess-gac-20201208" "si-parity-hybrid-preprocess-gac-comm-checker-20201208" "si-parity-hybrid-preprocess-gac-comm-propagate-20201208" "si-parity-hybrid-preprocess-gac-comm-rollback-20201208" "si-noninduced-pathlad-20201208" "si-noninduced-vf2-20201208" "si-noninduced-ri-20201208"
g23-g58-normed 0.00635034 0.0075333 0.00645052 0.00797455 6.72951 3.03357 3.30378 3.16239 7.124 3.61781 3.4823 3.67399 6.6268 3.19913 3.11169 3.28218 3.17928 3.42582 3.29518 3.2356 0.00429793 28.4725 0.0265149
g23-g59-normed 0.00628 0.0068147 0.00838493 0.00683023 7.3159 3.02278 2.92003 2.97471 8.14359 3.51195 3.52614 3.33142 7.17416 3.18331 3.33479 3.31443 3.20733 3.2818 3.4337 3.09574 0.0039091 3600.01 0.0262559
g23-g60-normed 0.0826952 0.0195987 0.068412 0.0332311 NaN 4.17488 14.2155 4.04974 NaN 4.39988 14.2039 4.76854 NaN 4.27812 4.91557 4.48928 NaN 4.24987 4.30418 4.2002 0.0134509 3600.01 130.329
g23-g66-normed 0.0101927 0.012767 0.0130714 0.0133028 32.2807 7.27015 7.04712 7.34127 31.4714 7.85219 8.04418 7.84861 30.528 7.88322 8.08627 7.65032 9.1216 8.07447 8.53947 8.03713 0.00723356 0.0132403 0.0410144
g23-g73-normed 0.115068 0.0225314 0.114239 0.030483 NaN 5.4533 130.091 5.66649 NaN 5.9164 127.239 6.06211 NaN 5.41626 9.30677 5.83216 NaN NaN 6.08145 5.52434 0.0485099 3600.01 780.779
g23-g82-normed 0.0123915 0.0128444 0.0179027 0.0127604 57.1447 12.7531 12.5547 12.6233 57.291 14.0453 13.6099 13.2034 55.7186 13.4461 12.9944 12.731 16.9123 12.9023 13.0383 13.5562 0.014866 0.0286925 0.0498186
g23-g86-normed 0.00945184 0.00864799 0.0114896 0.0119768 16.6337 6.3126 6.10331 6.26129 16.6028 6.9847 7.18087 6.88294 16.2999 6.62295 6.39909 6.63506 6.65629 6.8161 6.75983 6.76827 0.0115569 0.0180481 0.039415
g23-g93-normed 43.6205 7.86141 43.2306 43.4976 NaN 647 NaN 692.494 NaN 692.997 NaN 652.801 NaN 642.168 NaN 683.29 NaN 674.745 NaN 624.191 411.188 3600.13 647.441
g24-g58-normed 0.0233703 0.0100833 0.0152053 200.955 NaN 2.64191 3.07726 2.73485 NaN 2.99821 3.31477 2.90251 NaN NaN 5.21728 213.258 NaN NaN 3.11555 2.82662 0.012953 3600.01 1621.62
g24-g59-normed 0.0124355 0.0105343 0.0152045 3600.5 NaN 2.54785 2.8705 2.71114 NaN 3.03501 3.27813 3.25413 NaN NaN 8.30388 904.141 NaN NaN 3.06256 2.78983 0.0154283 3600.01 3600.03
g24-g60-normed 0.0188446 0.013821 4.86578 0.0204684 3.20214 3.36401 3.71661 3.40432 3.6971 3.90687 3.95065 3.9515 NaN NaN 23.1758 7.03194 3.68292 NaN 3.73696 3.59131 0.0359237 0.00803183 2037.66
g24-g66-normed 0.020303 0.0181127 0.0155372 0.0200149 NaN 5.48601 5.38475 5.4825 NaN 5.69565 5.83829 5.60896 NaN 5.0108 5.0975 5.37038 NaN 5.71291 5.32687 5.65926 0.00863034 2029.72 0.0891155
g24-g73-normed 0.0252541 0.0219445 6.05693 0.146023 4.19188 4.34269 4.81299 4.22191 4.69763 4.82284 5.18217 4.65008 NaN NaN 5.31781 66.9744 NaN NaN 4.88055 4.52017 0.0559101 0.0116601 0.0287966
g24-g82-normed 0.0431926 0.0508351 0.0458147 0.0378009 NaN 9.1241 9.05659 9.23195 NaN 9.57028 9.47886 9.88816 NaN 9.33932 9.27615 9.33746 NaN 9.47972 9.88403 9.64534 0.0171734 3600.01 0.137733
g24-g86-normed 0.0110936 0.00941251 0.00849032 0.0110265 13.3533 4.55578 4.598 4.5539 14.171 5.18199 5.27225 5.28925 13.6246 4.84078 4.69845 4.9291 4.92705 5.31695 4.80112 5.06008 0.0121993 0.0162612 0.0364653
g24-g93-normed 3600.96 3600.93 3600.9 3600.76 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 3600.06 3600.03
g25-g58-normed 0.00983137 0.00711543 0.00770367 0.00992823 NaN 2.60987 2.61261 2.52238 NaN 2.92849 2.91362 2.8901 NaN 2.64732 2.74357 2.87409 NaN 2.75251 2.70654 2.68087 0.00371152 3600.01 0.0269961
g25-g59-normed 0.00751144 0.00756892 0.0074551 0.00727071 NaN 2.60113 2.70715 2.67723 NaN 2.85705 2.89936 3.19441 NaN 2.73866 2.72121 2.61378 NaN 2.77288 2.83397 2.64033 0.00349345 3600.01 0.0276625
g25-g60-normed 141.017 0.0791836 141.5 4.30749 NaN 64.4355 NaN 66.2528 NaN 65.3885 NaN 67.4157 NaN NaN 103.337 211.312 NaN NaN 6.5843 4.10412 67.6132 3600.01 859.147
g25-g66-normed 0.0120693 0.00856903 0.0118355 0.0122259 NaN 5.3588 5.41877 5.44939 NaN 5.54482 5.75315 5.91949 NaN 5.50812 5.62305 5.51867 NaN 5.57693 5.62585 5.68246 0.00738232 3600.01 0.0347328
g25-g73-normed 13.0233 0.0207487 19.4175 130.43 NaN 10.3538 NaN 10.0069 NaN 10.6648 NaN 11.041 NaN NaN 1094.04 NaN NaN NaN 5.65987 5.00832 0.0403019 3600.01 3600.02
g25-g82-normed 0.0125478 0.0126899 0.0182416 0.0125795 NaN 9.87169 9.92547 10.0134 NaN 10.3354 10.4935 10.9252 NaN 10.4882 10.2661 10.5981 NaN 10.433 10.5955 10.6636 0.0114108 3600.01 0.0398857
g25-g86-normed 0.00878921 0.011113 0.00903238 0.0115467 NaN 4.82901 5.04261 4.92765 NaN 5.53649 5.69115 5.5204 NaN 5.25849 5.26136 5.4105 NaN 5.45317 5.5662 5.39648 0.010395 3600.01 0.0320472
g25-g93-normed 49.9349 7.98215 49.8765 49.8593 NaN 386.295 NaN 383.934 NaN 384.175 NaN 389.689 NaN 396.468 NaN 379.968 NaN 385.294 3433.24 368.883 361.49 3600.06 638.792
g26-g58-normed 0.00650802 0.00790315 0.00630062 0.00606863 209.951 3.02013 3.09607 2.96663 231.209 3.2109 3.46693 3.52575 136.95 3.15845 3.31796 3.10638 3.55515 3.2358 3.20012 3.11287 0.00374126 3600.01 0.0253874
g26-g59-normed 0.00834104 0.0060615 0.00803308 0.00626111 326.719 3.09855 2.90551 2.87148 335.126 3.27621 3.46436 3.15782 200.781 3.22994 3.04809 3.06129 3.33514 3.02969 3.02969 3.0599 0.0038744 3600.01 0.0259102
g26-g60-normed 178.209 0.0280522 178.289 2.14617 NaN 162.878 NaN 152.395 NaN 163.843 NaN 158.118 NaN 163.075 585.357 154.322 NaN 3477.15 5.19912 4.29773 0.456057 3600.01 1426
g26-g66-normed 0.00929767 0.0113206 0.00844348 0.0085276 101.271 6.66474 6.38656 6.61697 102.132 6.75861 6.617 6.88187 101.918 6.47816 6.71443 6.49203 14.858 6.6665 6.68111 6.86412 0.00516431 0.400698 0.0292074
g26-g73-normed 240.65 0.030566 243.777 1.36429 NaN 203.388 NaN 211.495 NaN 204.409 NaN 212.934 NaN 204.123 1949.13 212.084 NaN 203.447 8.04276 5.47271 0.888487 3600.01 2204.46
g26-g82-normed 0.018069 0.0138247 0.0185081 0.0133872 399.81 12.6049 12.0799 12.4132 397.339 12.605 12.7552 13.1038 366.042 12.3252 12.7082 12.7064 26.5164 12.6165 12.606 12.7577 0.0116419 5.25602 0.0494211
g26-g86-normed 0.0117097 0.0122512 0.0124291 0.00913666 20.625 6.20369 6.04427 6.27282 16.9779 6.66108 6.49918 6.77519 15.7864 6.37953 6.20976 6.45353 6.42445 6.56668 6.40622 6.83395 0.00998484 0.0153895 0.0383265
g26-g93-normed 57.9535 9.12375 58.1002 58.7133 NaN 636.751 NaN 603.935 NaN 613.889 NaN 611.228 NaN 604.746 NaN 604.161 NaN 609.906 NaN 570.037 1643.96 3600.06 467.256
g27-g58-normed 0.00703874 0.0078085 0.00652998 0.00654074 4.8721 3.2344 3.20783 3.17953 4.84876 3.66338 3.68879 3.72665 4.92043 3.55124 3.44759 3.32835 3.7172 3.57707 3.49523 3.38831 0.00432899 0.00854401 0.031759
g27-g59-normed 0.00661207 0.00639789 0.00627222 0.00683676 4.95967 3.48738 3.73911 3.36894 5.58611 3.85131 3.89112 3.9405 5.49031 3.76412 3.45228 3.6315 3.5997 3.76037 3.48836 3.51025 0.00482183 0.00530795 0.0286745
g27-g60-normed 0.00682519 0.00693565 0.00695439 0.0067759 NaN 4.68394 4.67986 4.49963 NaN 5.26734 5.04129 4.83014 NaN 4.99352 4.56914 4.95863 19.3444 4.84013 4.76712 4.70492 0.00500288 3600.01 0.0280244
g27-g66-normed 0.0102179 0.00947403 0.00971235 0.00909088 32.4044 7.72227 7.38497 7.96076 32.3562 7.86553 8.06162 8.09083 31.8852 7.86508 7.89388 8.12273 10.4341 7.95623 7.96428 8.04498 0.00637035 0.0094905 0.0341719
g27-g73-normed 0.0206171 0.0303373 0.0213467 0.0302162 NaN 6.40878 6.23907 6.21873 NaN 6.54353 6.55734 6.69614 NaN 6.53369 6.26744 6.32783 102.545 6.49739 6.38757 6.50475 0.00948527 3600.01 6.78027
g27-g82-normed 0.0132967 0.0136417 0.0131204 0.013585 87.4092 14.6087 15.2115 14.1286 85.9346 15.2127 15.0802 14.669 88.8912 15.1677 14.924 14.613 24.6012 14.8887 14.9016 15.9507 0.0132431 0.0323596 0.0511567
g27-g86-normed 0.0117009 0.00896467 0.0120348 0.0119074 33.3765 7.49913 7.36966 6.97788 33.795 8.21006 7.66868 8.0391 34.4243 7.54207 7.5255 7.49071 7.61376 7.74253 7.82956 7.81929 0.0131744 0.0193411 0.0315006
g27-g93-normed 32.9956 6.12534 33.0143 32.9951 NaN 855.703 NaN 859.489 NaN 810.925 NaN 819.018 NaN 789.341 NaN 815.841 NaN 833.732 NaN 811.08 213.398 3600.13 648.928
g28-g58-normed 3600.32 0.0197761 3600.3 0.403126 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 59.871 NaN NaN NaN 3.32515 2.98061 4.62388 3600.01 3600.03
g28-g59-normed 3600.47 0.0224655 3600.5 10.9324 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 50.0428 NaN NaN NaN 3.04068 2.72866 1.89598 3600.01 3600.03
g28-g60-normed 0.0232406 6.06398 0.0182777 3601.1 NaN 3.51205 4.17694 3.69992 NaN 3.98443 4.9204 4.27504 NaN NaN NaN NaN NaN NaN 4.59821 13.295 0.0348684 3600.01 3600.03
g28-g66-normed 4.57309 0.0246948 4.56924 1.17516 NaN 8.47891 273.973 8.45189 NaN 8.85324 270.787 8.83866 NaN 8.48589 168.846 8.64363 NaN 13.0506 6.09089 5.61232 10.4468 3600.01 1617.59
g28-g73-normed 0.0339468 0.0456316 0.0263794 3600.83 7.04988 4.4969 5.63712 4.6925 NaN 5.10993 6.02561 4.85939 NaN NaN NaN NaN NaN NaN 5.75976 4.77369 0.0657487 3600.01 3600.03
g28-g82-normed 0.21726 0.0689073 0.249461 0.260136 NaN 10.2099 199.645 10.1069 NaN 10.3014 212.076 10.8054 NaN 10.2817 198.694 10.1264 NaN 10.4722 12.9089 10.1197 82.3381 3600.01 7.72756
g28-g86-normed 0.0115735 0.0109346 0.0118169 0.0119316 NaN 5.12477 4.91718 5.00216 NaN 5.77882 5.98214 5.6052 NaN 5.23193 5.94166 5.61647 NaN 5.27337 5.57464 5.3551 0.00976927 3600.01 0.0351167
g28-g93-normed 2.11094 2.09914 2.05517 2.13709 331.725 338.738 351.641 339.446 337.618 332.616 349.497 333.392 339.759 NaN 341.743 1013.49 334.264 NaN 343.3 337.766 4.81482 1379.26 0.458577
g29-g58-normed 0.00748419 0.00764045 0.00749172 0.00907605 7.76258 5.05825 4.88266 4.68055 7.81146 5.1586 5.04435 5.20867 7.96071 4.76673 4.84529 5.02445 4.265 4.64286 4.4212 4.26391 0.0040793 0.0100872 0.0331987
g29-g59-normed 0.00795212 0.00807412 0.00757964 0.00789024 8.26176 4.88515 4.76801 4.70533 9.02252 5.19322 5.16531 5.24776 8.86013 5.02478 5.00398 5.11454 4.33604 4.4439 4.44876 4.36807 0.00535771 0.00961842 0.0337411
g29-g60-normed 0.00773452 0.0100356 0.0100289 0.0097026 NaN 6.75389 6.36586 6.7503 NaN 6.68808 7.19438 6.96865 NaN 6.61258 6.70502 6.83731 9.62845 6.91142 6.71168 6.89151 0.00583549 3600.01 3600.02
g29-g66-normed 0.0130345 0.0136871 0.0142051 0.0133144 72.1186 11.4061 11.1222 11.7075 70.4926 12.3678 11.9846 11.9302 69.1128 11.7605 12.0075 11.8726 15.3926 12.9698 12.3774 11.8655 0.00777939 0.0124819 0.0333846
g29-g73-normed 0.00832611 0.0109879 0.00835366 0.00841086 NaN 9.46917 9.07203 9.13225 NaN 9.33312 9.99995 9.56133 NaN 9.42127 9.10206 9.33177 16.7999 9.27808 9.70535 9.09788 0.00732938 3600.01 3600.03
g29-g82-normed 0.0142507 0.012944 0.0134178 0.019413 142.874 21.0275 21.6112 21.2737 141.838 22.2838 22.7142 21.6662 136.601 21.9596 21.1179 21.8598 33.7692 23.3132 23.3097 23.4067 0.0124016 0.0239889 0.0529971
g29-g86-normed 0.0102072 0.00979994 0.00914986 0.00911594 40.3802 11.3285 11.3714 11.2736 42.3213 11.5977 11.4938 11.2368 41.5011 11.5234 11.275 11.3394 12.2647 11.7409 12.3712 12.205 0.0135238 0.0138916 0.0372739
g29-g93-normed 134.389 17.159 136.548 134.46 NaN 1610.58 NaN 1611.09 NaN 1603.32 NaN 1579.27 NaN 1705.9 NaN 1705.63 NaN NaN NaN 2263.48 NaN 3600.13 475.153
g3-g58-normed 0.0094831 0.006816 0.00646433 0.00943434 2.10908 1.99378 2.05878 2.04927 2.11494 2.20598 2.16441 2.22038 2.00256 2.13324 2.08725 2.14008 2.06813 2.15628 2.07387 2.06459 0.00472283 0.0705163 0.0250804
g3-g59-normed 0.00771035 0.00781775 0.00715182 0.0230763 2.1149 2.08098 2.1202 2.36666 2.27786 2.20262 2.28525 2.21195 4.90698 36.1349 10.6751 10.2974 2.10325 2.35134 2.29069 2.20382 0.00513771 0.00895002 0.0265594
g3-g60-normed 0.00889269 0.00939609 0.0105513 0.00862408 2.71109 2.8065 2.87301 2.87267 3.09031 3.0598 3.24497 2.98895 2.85446 113.379 3.08806 2.9066 2.8669 NaN 3.09404 2.98198 0.00900414 0.00691894 0.02684
g3-g66-normed 0.112821 0.0191005 0.113944 0.134379 16.8595 4.37102 49.0355 4.3114 17.2493 4.4013 53.6749 4.66293 16.822 4.38434 43.7391 4.52746 4.57272 4.38806 4.81451 4.34005 2.26356 4.84921 1.32046
g3-g73-normed 0.015249 0.0138689 0.0195641 0.0187009 3.53204 3.53512 3.51345 3.53511 3.67396 6.90219 3.76428 3.82726 3.57278 3.57722 3.69045 3.79138 3.57586 31.7737 3.55955 3.67911 0.0170272 0.0201803 0.0467157
g3-g82-normed 0.220569 0.0611624 0.193533 0.206817 30.5184 8.01887 107.214 7.6901 31.7341 8.10137 106.129 8.25772 30.3033 8.10532 101.281 7.85967 9.26951 7.97345 9.63047 7.82244 21.3177 10.1851 2.20517
g3-g86-normed 0.0432613 0.0323576 0.0314204 0.0314742 5.73743 3.49332 6.19569 3.43578 6.13435 3.90061 6.19437 3.78195 5.94804 3.62492 6.40939 3.65622 3.54209 3.68659 3.82692 3.76609 0.151161 0.031745 0.0379631
g3-g93-normed 2.01593 2.04579 2.02177 2.03797 222.786 222.726 218.512 217.443 216.76 219.571 223.32 218.701 218.129 244.641 218.729 221.33 214.029 NaN 220.086 217.666 1.18967 3600.08 0.473596
g30-g58-normed 0.00774523 0.0072046 0.00706372 0.00689409 7.64818 4.78283 4.81585 4.79217 8.03062 5.04524 4.98759 4.9663 8.07249 4.70899 4.71864 5.11126 4.12971 4.46944 4.42558 4.31599 0.00384561 0.00701178 0.030896
g30-g59-normed 0.00706366 0.00936283 0.00878139 0.00690603 8.42778 4.54433 4.65586 4.73609 9.13056 5.61195 5.60243 5.52473 8.77283 5.10583 5.30524 4.94894 4.6876 4.62119 4.52639 4.65905 0.00420618 0.00968428 0.0336947
g30-g60-normed 0.00732825 0.00931011 0.0074819 0.00777099 NaN 6.51764 6.64218 6.70339 NaN 6.82756 6.85641 6.79769 NaN 6.7033 6.54034 6.70409 9.92373 6.56406 6.7579 7.33831 0.00463437 9.87449 3600.02
g30-g66-normed 0.0138627 0.0139973 0.0102702 0.00989034 76.0195 11.9798 11.4289 11.9404 75.6943 11.7613 11.9073 12.0501 76.0301 11.3789 11.3868 11.8004 15.5486 11.7084 11.9475 11.3186 0.00770394 0.0124244 0.0388442
g30-g73-normed 0.00785799 0.00759875 0.00774757 0.0117979 NaN 8.9404 9.11154 8.76318 NaN 9.71647 9.31991 9.18996 NaN 9.18673 9.32214 9.17671 15.9851 9.32239 9.53522 9.66925 0.00605399 21.3657 3600.03
g30-g82-normed 0.014044 0.0137698 0.0136025 0.0148559 139.752 22.2422 22.0078 21.9809 144.522 21.969 23.4487 21.0358 142.628 23.2219 22.7638 21.7231 33.9212 22.5046 23.9045 22.9153 0.0130217 0.0304326 0.0400843
g30-g86-normed 0.00902515 0.0123842 0.00950991 0.008857 41.7011 10.8338 11.2661 10.739 42.8738 11.4432 11.5197 11.8046 40.7176 11.4745 11.286 11.3299 12.0283 11.9671 12.1984 12.1824 0.0106974 0.0142677 0.0359292
g30-g93-normed 2.08185 1.9667 2.0454 2.00572 NaN 1560.11 1768.57 1562.42 NaN 1598.58 1548.44 1544.4 NaN 1604.34 1599.67 1601.62 NaN 1606.61 1753.2 1579.82 0.663322 3600.07 476.676
g31-g58-normed 0.00748901 0.00868204 0.00725966 0.00774108 8.0502 4.82527 5.02811 4.9666 8.32033 5.20016 5.50752 5.2478 8.23385 5.20548 5.29303 5.14544 4.70565 4.61586 4.59071 4.8505 0.00553605 0.00987974 0.033513
g31-g59-normed 0.0092243 0.00795471 0.00787019 0.00707165 8.93304 4.85318 5.19512 4.99936 9.63509 5.50625 5.62661 5.44805 9.33177 5.20478 5.24099 5.07479 4.5184 4.70637 4.73749 4.51732 0.00538662 0.00715511 0.0340068
g31-g60-normed 0.00753904 0.00792206 0.00796287 0.00811518 NaN 6.88167 6.81544 7.26345 NaN 7.82565 7.2104 7.57036 NaN 6.82592 7.08869 6.94753 9.94628 7.27868 7.3858 7.6422 0.00454882 3600.01 2649.32
g31-g66-normed 0.00934896 0.0130183 0.00912951 0.00926039 71.9999 11.7419 12.5627 11.7827 74.9711 12.9755 12.2908 11.7748 71.3999 11.7634 12.2713 12.0748 16.2312 12.0099 12.3231 12.755 0.00757995 0.00999447 0.0378992
g31-g73-normed 0.00853522 0.00830886 0.008539 0.0087767 NaN 9.46473 9.6338 9.87228 NaN 10.0774 10.1573 9.57118 NaN 9.7493 9.55642 9.61404 14.8739 9.72642 9.73136 9.72866 0.00602344 3600.01 3600.03
g31-g82-normed 0.0143018 0.0198803 0.021328 0.020603 157.62 23.8553 24.4286 24.6922 159.429 24.5249 24.4064 24.8042 158.279 24.0342 24.1756 23.5314 37.3462 25.0979 23.8516 24.8655 0.0119303 0.0237183 0.0463827
g31-g86-normed 0.00998042 0.00971761 0.00988707 0.0131184 46.76 12.0188 11.6836 11.3532 45.8031 12.1823 13.0688 12.545 46.3516 11.9347 11.9474 12.1822 12.6863 12.6438 12.7795 13.3293 0.0115327 0.0140541 0.0311013
g31-g93-normed 129.904 17.768 129.587 129.955 NaN 1803.89 NaN 1794.24 NaN 1945.12 NaN 1819.52 NaN 1803 NaN 1791.64 NaN 1836.9 NaN 2176.63 NaN 3600.07 441.513
g32-g58-normed 0.00974959 0.00971876 0.00982059 0.0138511 24.5734 12.9338 13.0139 13.0349 24.681 13.6551 13.2932 13.6958 24.3706 13.3079 13.1257 13.3772 11.6013 12.4917 12.0839 11.6889 0.00814408 0.00850515 0.0332209
g32-g59-normed 0.0101177 0.013539 0.00978612 0.00965852 24.6137 14.2565 13.2385 13.4857 25.2708 14.0834 13.5573 13.4439 25.1033 13.4681 13.18 13.5715 11.9334 12.0597 12.0408 12.0437 0.00838268 0.00905023 0.0384892
g32-g60-normed 0.0105581 0.0146351 0.0100378 0.0105606 53.3386 20.0427 20.8068 19.9623 54.3235 19.7145 20.4394 20.1359 53.9181 20.4619 19.9443 19.689 23.4537 21.4535 19.6284 20.2487 0.00832726 0.0119838 0.0344551
g32-g66-normed 0.0204526 0.0193432 0.0196997 0.0131359 209.353 40.358 39.3061 39.8787 236.752 38.3831 41.0602 39.7848 201.583 40.4524 42.1387 39.2707 78.6772 41.3171 41.1444 41.9131 0.01003 0.0176945 0.0366764
g32-g73-normed 0.0119835 0.0165447 0.0116075 0.0156868 140.552 29.3051 29.4509 29.5327 150.548 29.9267 29.6648 29.3946 149.51 28.8496 29.0707 29.0435 43.6309 29.4944 29.7582 29.9638 0.011007 0.0125196 0.0399308
g32-g82-normed 0.0177838 0.025467 0.0169892 0.0172882 689.297 86.2277 85.5556 85.3005 670.171 87.6362 84.7327 91.8809 693.856 84.9579 85.2139 89.254 201.351 92.2857 84.9461 89.8252 0.0164092 0.0370772 0.0406537
g32-g86-normed 0.0172914 0.0128298 0.0120565 0.0169667 350.627 37.9042 37.2447 37.4059 364.349 38.1888 38.0664 38.1877 348.371 37.9301 38.1432 38.4773 42.9791 42.5511 43.8434 42.3945 0.0174505 0.0168238 0.0448916
g32-g93-normed 0.486844 0.445102 0.503692 0.555855 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 0.569634 1.45076 453.418
g33-g58-normed 0.00672362 0.00699818 0.00636165 0.00616469 NaN 3.21519 3.15881 3.25852 NaN 3.48815 3.62914 3.76376 886.51 3.44236 3.34264 3.47709 3.15611 3.1052 3.26735 3.07019 0.00459537 3600.01 0.0612842
g33-g59-normed 0.00609647 0.0063801 0.0079929 0.00764968 NaN 3.35487 3.23268 3.13091 NaN 3.63746 3.61916 3.68878 590.565 3.66006 3.58467 3.58036 3.0532 2.94512 2.94358 2.85768 0.00389035 3600.01 0.0904312
g33-g60-normed 3600.42 200.933 3600.44 2616.52 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 226.195 NaN 3600.01 3600.03
g33-g66-normed 0.00975166 0.00916895 0.0122553 0.0116596 33.0185 7.13587 7.37132 7.27879 36.7233 7.77779 7.49962 8.0015 32.7154 7.142 7.27681 7.68722 13.7627 7.41622 7.86528 7.63975 0.00548494 0.0133643 0.0407167
g33-g73-normed 3600.51 21.0997 3600.5 349.136 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 2413.22 32.8675 NaN 3600.01 3600.03
g33-g82-normed 0.0187013 0.0140258 0.0133104 0.018706 54.6285 13.0721 13.3022 13.5181 55.1396 13.6924 13.6624 14.0182 56.3147 13.5349 13.2864 14.1139 17.856 13.3668 13.8002 14.1889 0.0124061 0.0276146 0.0395614
g33-g86-normed 0.00936066 0.0131138 0.0121092 0.0121462 11.0556 6.47599 6.68662 6.69746 12.6872 7.8709 7.54143 7.639 11.186 7.56047 7.45419 7.34312 7.39316 7.5795 7.30908 7.62057 0.0132406 0.0144437 0.0362497
g33-g93-normed 3600.6 3600.63 3600.69 3600.61 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 3600.11 3600.03
g34-g58-normed 0.00646604 0.0068274 0.00787931 0.00670276 3483.88 3.14064 3.18785 3.5358 3422.46 3.54041 3.54039 3.75862 342.935 3.52011 3.28347 3.38843 3.12314 2.92524 2.9784 3.08719 0.00460723 3600.01 126.923
g34-g59-normed 0.0068092 0.00711214 0.0070513 0.0082012 978.381 3.22451 3.15248 3.0878 986.209 3.50848 3.73958 3.69151 134.518 3.63184 3.55886 3.45242 2.88506 2.89592 2.92073 2.88353 0.00525661 3600.01 18.4494
g34-g60-normed 3600.62 3600.36 3600.63 3600.42 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 3600.01 3600.03
g34-g66-normed 0.835538 0.0658356 0.858627 0.565652 661.05 8.38123 411.434 8.16024 697.319 8.61171 402.416 9.10143 331.638 8.48526 245.682 8.56544 14.2707 9.02591 14.4203 8.0542 345.379 300.744 1.89327
g34-g73-normed 3600.81 3600.46 3600.8 3600.43 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 3600.01 3600.03
g34-g82-normed 0.307573 0.111357 0.327942 0.336326 278.417 12.2994 279.662 12.3889 265.499 13.5243 284.925 13.7129 242.324 12.5623 250.031 13.2549 20.7389 13.6099 19.4754 13.4187 510.482 3600.01 0.416949
g34-g86-normed 0.00958698 0.0119238 0.00894532 0.01165 97.2855 6.21257 6.39908 6.08602 97.2072 6.91644 6.95226 7.12555 96.5527 6.44393 6.50262 6.51959 6.68441 6.57132 6.76116 6.84637 0.00989115 0.0137289 0.0373161
g34-g93-normed 2.19801 2.01969 2.24842 2.13407 572.804 560.463 NaN 559.87 558.061 555.215 NaN 618.006 582.701 NaN 574.837 1017.85 603.711 NaN 565.848 548.113 19.3864 0.343268 0.460078
g35-g58-normed 0.00695546 0.00811648 0.00605003 0.00619732 NaN 3.20372 3.26411 3.28085 NaN 3.52127 3.68628 3.75045 NaN 3.4568 3.37359 3.44505 3.01191 2.99162 3.16925 3.03675 0.00477561 3600.01 3.5733
g35-g59-normed 0.00697988 0.00642559 0.00623605 0.00641171 NaN 3.26959 3.20339 3.52907 NaN 3.8633 3.70684 3.72239 NaN 3.47119 3.57155 3.56896 2.96164 3.11631 3.06281 3.3164 0.00448592 3600.01 33.5302
g35-g60-normed 3600.45 3600.35 3600.44 3600.42 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 3600.01 3600.03
g35-g66-normed 0.0162251 0.011982 0.0158889 0.0115909 NaN 7.05022 6.92867 7.13028 NaN 7.91629 7.42668 7.48296 NaN 7.59662 7.19961 7.1798 7.8506 7.51693 7.42129 7.51661 0.00708044 0.0134711 0.039849
g35-g73-normed 3600.57 3600.44 3600.53 3600.43 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 3600.01 3600.03
g35-g82-normed 0.0351255 0.0259298 0.0257129 0.0337776 44.4028 13.3286 13.5105 13.3727 45.2927 14.4472 14.0797 14.7501 45.2857 14.4943 13.8455 14.2871 15.7543 14.239 14.0527 14.6546 0.0123064 0.0274827 0.0572492
