instance family glasgow hybrid-checking hybrid-always hybrid-rbj hybrid-never
all-images-CVIU11-pattern16-target8 14 129 5 3 5 3
all-images-CVIU11-pattern16-target80 14 105 7 1 7 1
all-images-CVIU11-pattern16-target81 14 142 4 1 4 1
all-images-CVIU11-pattern16-target82 14 197 10 1 10 1
all-images-CVIU11-pattern16-target83 14 210 9 1 9 1
all-images-CVIU11-pattern16-target84 14 20 1 1 1 1
all-images-CVIU11-pattern16-target85 14 277 9 1 9 1
all-images-CVIU11-pattern16-target86 14 202 3 1 3 1
all-images-CVIU11-pattern16-target87 14 135 4 1 4 1
all-images-CVIU11-pattern16-target88 14 243 11 1 11 1
all-images-CVIU11-pattern16-target89 14 113 1 1 1 1
all-images-CVIU11-pattern16-target9 14 136 3 1 3 1
all-images-CVIU11-pattern16-target90 14 47 2 1 2 1
all-images-CVIU11-pattern16-target91 14 32 1 1 1 1
all-images-CVIU11-pattern16-target92 14 397 13 1 13 2
all-images-CVIU11-pattern16-target93 14 168 3 1 3 1
all-images-CVIU11-pattern16-target94 14 250 12 1 12 1
all-images-CVIU11-pattern16-target95 14 42 1 1 1 1
all-images-CVIU11-pattern16-target96 14 116 6 2 6 2
all-images-CVIU11-pattern16-target97 14 102 3 2 3 2
all-images-CVIU11-pattern16-target98 14 48 2 1 2 1
all-images-CVIU11-pattern16-target99 14 281 3 1 3 1
all-images-CVIU11-pattern17-target1 14 212 4 1 4 2
all-images-CVIU11-pattern17-target10 14 147 2 1 2 1
all-images-CVIU11-pattern17-target100 14 33 3 1 3 1
all-images-CVIU11-pattern17-target101 14 37 1 1 1 1
all-images-CVIU11-pattern17-target102 14 81 1 1 1 1
all-images-CVIU11-pattern17-target103 14 97 2 1 2 1
all-images-CVIU11-pattern17-target104 14 191 1 1 1 1
all-images-CVIU11-pattern17-target105 14 220 2 1 2 1
all-images-CVIU11-pattern17-target106 14 178 1 1 1 1
all-images-CVIU11-pattern17-target107 14 106 1 1 1 1
all-images-CVIU11-pattern17-target108 14 346 3 1 3 1
all-images-CVIU11-pattern17-target109 14 210 1 1 1 1
all-images-CVIU11-pattern17-target11 14 65 2 1 2 1
all-images-CVIU11-pattern17-target110 14 85 2 1 2 1
all-images-CVIU11-pattern17-target111 14 75 1 1 1 1
all-images-CVIU11-pattern17-target112 14 70 2 2 2 2
all-images-CVIU11-pattern17-target113 14 87 1 1 1 1
all-images-CVIU11-pattern17-target114 14 45 2 1 2 1
all-images-CVIU11-pattern17-target115 14 159 1 1 1 1
all-images-CVIU11-pattern17-target116 14 348 5 2 5 2
all-images-CVIU11-pattern17-target117 14 210 2 1 2 1
all-images-CVIU11-pattern17-target118 14 145 1 1 1 1
all-images-CVIU11-pattern17-target119 14 383 4 2 4 2
all-images-CVIU11-pattern17-target12 14 174 3 1 3 1
all-images-CVIU11-pattern17-target120 14 231 2 1 2 1
all-images-CVIU11-pattern17-target121 14 259 1 1 1 1
all-images-CVIU11-pattern17-target122 14 119 3 2 3 2
all-images-CVIU11-pattern17-target123 14 309 2 1 2 1
all-images-CVIU11-pattern17-target124 14 163 3 2 3 2
all-images-CVIU11-pattern17-target125 14 244 2 1 2 1
all-images-CVIU11-pattern17-target126 14 20 1 1 1 1
all-images-CVIU11-pattern17-target127 14 37 1 1 1 1
all-images-CVIU11-pattern17-target128 14 229 2 1 2 1
all-images-CVIU11-pattern17-target129 14 36 3 1 3 1
all-images-CVIU11-pattern17-target13 14 189 1 1 1 1
all-images-CVIU11-pattern17-target130 14 35 1 1 1 1
all-images-CVIU11-pattern17-target131 14 76 1 1 1 1
all-images-CVIU11-pattern17-target132 14 108 1 1 1 1
all-images-CVIU11-pattern17-target133 14 91 1 1 1 1
all-images-CVIU11-pattern17-target134 14 117 1 1 1 1
all-images-CVIU11-pattern17-target135 14 104 2 1 2 1
all-images-CVIU11-pattern17-target136 14 122 1 1 1 1
all-images-CVIU11-pattern17-target137 14 53 3 1 3 1
all-images-CVIU11-pattern17-target138 14 379 4 1 4 1
all-images-CVIU11-pattern17-target139 14 67 1 1 1 1
all-images-CVIU11-pattern17-target14 14 54 2 1 2 1
all-images-CVIU11-pattern17-target140 14 82 1 1 1 1
all-images-CVIU11-pattern17-target141 14 45 1 1 1 1
all-images-CVIU11-pattern17-target142 14 107 1 1 1 1
all-images-CVIU11-pattern17-target143 14 100 2 1 2 1
all-images-CVIU11-pattern17-target144 14 143 1 1 1 1
all-images-CVIU11-pattern17-target145 14 76 1 1 1 1
all-images-CVIU11-pattern17-target146 14 241 2 1 2 1
all-images-CVIU11-pattern17-target15 14 23 1 1 1 1
all-images-CVIU11-pattern17-target16 14 54 1 1 1 1
all-images-CVIU11-pattern17-target17 14 237 2 1 2 1
all-images-CVIU11-pattern17-target18 14 263 1 1 1 1
all-images-CVIU11-pattern17-target19 14 384 2 1 2 1
all-images-CVIU11-pattern17-target2 14 170 1 1 1 1
all-images-CVIU11-pattern17-target20 14 264 1 1 1 1
all-images-CVIU11-pattern17-target21 14 167 1 1 1 1
all-images-CVIU11-pattern17-target22 14 132 1 1 1 1
all-images-CVIU11-pattern17-target23 14 277 2 2 2 2
all-images-CVIU11-pattern17-target24 14 24 1 1 1 1
all-images-CVIU11-pattern17-target25 14 106 1 1 1 1
all-images-CVIU11-pattern17-target26 14 44 1 1 1 1
all-images-CVIU11-pattern17-target27 14 157 4 1 4 1
all-images-CVIU11-pattern17-target28 14 31 1 1 1 1
all-images-CVIU11-pattern17-target29 14 375 1 1 1 1
all-images-CVIU11-pattern17-target3 14 260 1 1 1 1
all-images-CVIU11-pattern17-target30 14 271 1 1 1 1
all-images-CVIU11-pattern17-target31 14 228 1 1 1 1
all-images-CVIU11-pattern17-target32 14 458 2 1 2 1
all-images-CVIU11-pattern17-target33 14 412 5 1 5 1
all-images-CVIU11-pattern17-target34 14 171 3 1 3 1
all-images-CVIU11-pattern17-target35 14 358 1 1 1 1
all-images-CVIU11-pattern17-target36 14 112 3 2 3 2
all-images-CVIU11-pattern17-target37 14 352 1 1 1 1
all-images-CVIU11-pattern17-target38 14 329 3 1 3 1
all-images-CVIU11-pattern17-target39 14 122 1 1 1 1
all-images-CVIU11-pattern17-target4 14 205 3 2 3 2
all-images-CVIU11-pattern17-target40 14 159 5 2 5 2
all-images-CVIU11-pattern17-target41 14 137 1 1 1 1
all-images-CVIU11-pattern17-target42 14 183 4 1 4 1
all-images-CVIU11-pattern17-target43 14 294 3 1 3 1
all-images-CVIU11-pattern17-target44 14 408 1 1 1 1
all-images-CVIU11-pattern17-target45 14 384 1 1 1 1
all-images-CVIU11-pattern17-target46 14 185 1 1 1 1
all-images-CVIU11-pattern17-target47 14 304 3 2 3 2
all-images-CVIU11-pattern17-target48 14 89 1 1 1 1
all-images-CVIU11-pattern17-target49 14 212 1 1 1 1
all-images-CVIU11-pattern17-target5 14 295 3 1 3 1
all-images-CVIU11-pattern17-target50 14 350 4 2 4 2
all-images-CVIU11-pattern17-target51 14 127 5 3 5 3
all-images-CVIU11-pattern17-target52 14 140 6 2 6 2
all-images-CVIU11-pattern17-target53 14 82 2 1 2 1
all-images-CVIU11-pattern17-target54 14 91 1 1 1 1
all-images-CVIU11-pattern17-target55 14 88 1 1 1 1
all-images-CVIU11-pattern17-target56 14 87 1 1 1 1
all-images-CVIU11-pattern17-target57 14 434 3 2 3 2
all-images-CVIU11-pattern17-target58 14 92 2 2 2 2
all-images-CVIU11-pattern17-target59 14 265 2 1 2 1
all-images-CVIU11-pattern17-target6 14 293 6 3 6 3
all-images-CVIU11-pattern17-target60 14 132 4 1 4 1
all-images-CVIU11-pattern17-target61 14 256 2 1 2 1
all-images-CVIU11-pattern17-target62 14 305 4 3 4 3
all-images-CVIU11-pattern17-target63 14 249 3 1 3 1
all-images-CVIU11-pattern17-target64 14 169 5 2 5 2
all-images-CVIU11-pattern17-target65 14 129 2 1 2 1
all-images-CVIU11-pattern17-target66 14 100 2 1 2 1
all-images-CVIU11-pattern17-target67 14 323 2 1 2 1
all-images-CVIU11-pattern17-target68 14 422 1 1 1 1
all-images-CVIU11-pattern17-target69 14 375 4 1 4 1
all-images-CVIU11-pattern17-target7 14 287 4 2 4 2
all-images-CVIU11-pattern17-target70 14 322 2 1 2 1
all-images-CVIU11-pattern17-target71 14 236 1 1 1 1
all-images-CVIU11-pattern17-target72 14 229 1 1 1 1
all-images-CVIU11-pattern17-target73 14 338 2 1 2 1
all-images-CVIU11-pattern17-target74 14 453 3 1 3 1
all-images-CVIU11-pattern17-target75 14 381 3 1 3 1
all-images-CVIU11-pattern17-target76 14 366 1 1 1 1
all-images-CVIU11-pattern17-target77 14 388 1 1 1 1
all-images-CVIU11-pattern17-target78 14 380 1 1 1 1
all-images-CVIU11-pattern17-target79 14 71 1 1 1 1
all-images-CVIU11-pattern17-target8 14 128 1 1 1 1
all-images-CVIU11-pattern17-target80 14 86 4 4 4 4
all-images-CVIU11-pattern17-target81 14 159 1 1 1 1
all-images-CVIU11-pattern17-target82 14 219 3 1 3 1
all-images-CVIU11-pattern17-target83 14 221 2 1 2 1
all-images-CVIU11-pattern17-target84 14 21 4 2 4 2
all-images-CVIU11-pattern17-target85 14 351 2 2 2 2
all-images-CVIU11-pattern17-target86 14 164 1 1 1 1
all-images-CVIU11-pattern17-target87 14 174 4 3 4 3
all-images-CVIU11-pattern17-target88 14 258 1 1 1 1
all-images-CVIU11-pattern17-target89 14 94 2 1 2 1
all-images-CVIU11-pattern17-target9 14 211 2 1 2 1
all-images-CVIU11-pattern17-target90 14 71 1 1 1 1
all-images-CVIU11-pattern17-target91 14 32 1 1 1 1
all-images-CVIU11-pattern17-target92 14 365 3 1 3 1
all-images-CVIU11-pattern17-target93 14 165 1 1 1 1
all-images-CVIU11-pattern17-target94 14 238 1 1 1 1
all-images-CVIU11-pattern17-target95 14 33 1 1 1 1
all-images-CVIU11-pattern17-target96 14 119 2 1 2 1
all-images-CVIU11-pattern17-target97 14 101 2 1 2 1
all-images-CVIU11-pattern17-target98 14 41 1 1 1 1
all-images-CVIU11-pattern17-target99 14 240 1 1 1 1
all-images-CVIU11-pattern18-target1 14 254 1 1 1 1
all-images-CVIU11-pattern18-target10 14 160 1 1 1 1
all-images-CVIU11-pattern18-target100 14 59 1 1 1 1
all-images-CVIU11-pattern18-target101 14 46 0 0 0 0
all-images-CVIU11-pattern18-target102 14 91 0 0 0 0
all-images-CVIU11-pattern18-target103 14 135 1 1 1 1
all-images-CVIU11-pattern18-target104 14 214 1 1 1 1
all-images-CVIU11-pattern18-target105 14 279 1 1 1 1
all-images-CVIU11-pattern18-target106 14 175 1 1 1 1
all-images-CVIU11-pattern18-target107 14 128 1 1 1 1
all-images-CVIU11-pattern18-target108 14 360 1 1 1 1
all-images-CVIU11-pattern18-target109 14 225 1 1 1 1
all-images-CVIU11-pattern18-target11 14 72 1 1 1 1
all-images-CVIU11-pattern18-target110 14 91 1 1 1 1
all-images-CVIU11-pattern18-target111 14 98 1 1 1 1
all-images-CVIU11-pattern18-target112 14 94 1 1 1 1
all-images-CVIU11-pattern18-target113 14 121 1 1 1 1
all-images-CVIU11-pattern18-target114 14 52 1 1 1 1
all-images-CVIU11-pattern18-target115 14 166 1 1 1 1
all-images-CVIU11-pattern18-target116 14 379 1 1 1 1
all-images-CVIU11-pattern18-target117 14 197 1 1 1 1
all-images-CVIU11-pattern18-target118 14 213 1 1 1 1
all-images-CVIU11-pattern18-target119 14 383 1 1 1 1
all-images-CVIU11-pattern18-target12 14 221 1 1 1 1
all-images-CVIU11-pattern18-target120 14 214 1 1 1 1
all-images-CVIU11-pattern18-target121 14 306 1 1 1 1
all-images-CVIU11-pattern18-target122 14 132 1 1 1 1
all-images-CVIU11-pattern18-target123 14 284 1 1 1 1
all-images-CVIU11-pattern18-target124 14 181 1 1 1 1
all-images-CVIU11-pattern18-target125 14 259 1 1 1 1
all-images-CVIU11-pattern18-target126 14 25 0 0 0 0
all-images-CVIU11-pattern18-target127 14 41 0 0 0 0
all-images-CVIU11-pattern18-target128 14 224 1 1 1 1
all-images-CVIU11-pattern18-target129 14 61 1 1 1 1
all-images-CVIU11-pattern18-target13 14 177 1 1 1 1
all-images-CVIU11-pattern18-target130 14 50 1 1 1 1
all-images-CVIU11-pattern18-target131 14 89 1 1 1 1
all-images-CVIU11-pattern18-target132 14 145 1 1 1 1
all-images-CVIU11-pattern18-target133 14 119 0 0 0 0
all-images-CVIU11-pattern18-target134 14 147 1 1 1 1
all-images-CVIU11-pattern18-target135 14 109 1 1 1 1
all-images-CVIU11-pattern18-target136 14 117 1 1 1 1
all-images-CVIU11-pattern18-target137 14 70 1 1 1 1
all-images-CVIU11-pattern18-target138 14 371 1 1 1 1
all-images-CVIU11-pattern18-target139 14 52 1 1 1 1
all-images-CVIU11-pattern18-target14 14 51 1 1 1 1
all-images-CVIU11-pattern18-target140 14 64 1 1 1 1
all-images-CVIU11-pattern18-target141 14 51 1 1 1 1
all-images-CVIU11-pattern18-target142 14 125 1 1 1 1
all-images-CVIU11-pattern18-target143 14 81 1 1 1 1
all-images-CVIU11-pattern18-target144 14 151 1 1 1 1
all-images-CVIU11-pattern18-target145 14 87 0 0 0 0
all-images-CVIU11-pattern18-target146 14 260 1 1 1 1
all-images-CVIU11-pattern18-target15 14 30 0 0 0 0
all-images-CVIU11-pattern18-target16 14 62 0 0 0 0
all-images-CVIU11-pattern18-target17 14 247 1 1 1 1
all-images-CVIU11-pattern18-target18 14 213 1 1 1 1
all-images-CVIU11-pattern18-target19 14 416 1 1 1 1
all-images-CVIU11-pattern18-target2 14 152 1 1 1 1
all-images-CVIU11-pattern18-target20 14 294 1 1 1 1
all-images-CVIU11-pattern18-target21 14 180 0 0 0 0
all-images-CVIU11-pattern18-target22 14 107 1 1 1 1
all-images-CVIU11-pattern18-target23 14 244 1 1 1 1
all-images-CVIU11-pattern18-target24 14 33 1 1 1 1
all-images-CVIU11-pattern18-target25 14 122 1 1 1 1
all-images-CVIU11-pattern18-target26 14 82 1 1 1 1
all-images-CVIU11-pattern18-target27 14 160 1 1 1 1
all-images-CVIU11-pattern18-target28 14 52 1 1 1 1
all-images-CVIU11-pattern18-target29 14 408 1 1 1 1
all-images-CVIU11-pattern18-target3 14 237 1 1 1 1
all-images-CVIU11-pattern18-target30 14 321 1 1 1 1
all-images-CVIU11-pattern18-target31 14 224 1 1 1 1
all-images-CVIU11-pattern18-target32 14 450 1 1 1 1
all-images-CVIU11-pattern18-target33 14 414 1 1 1 1
all-images-CVIU11-pattern18-target34 14 198 1 1 1 1
all-images-CVIU11-pattern18-target35 14 388 1 1 1 1
all-images-CVIU11-pattern18-target36 14 129 1 1 1 1
all-images-CVIU11-pattern18-target37 14 440 1 1 1 1
all-images-CVIU11-pattern18-target38 14 318 1 1 1 1
all-images-CVIU11-pattern18-target39 14 135 1 1 1 1
all-images-CVIU11-pattern18-target4 14 222 1 1 1 1
all-images-CVIU11-pattern18-target40 14 169 1 1 1 1
all-images-CVIU11-pattern18-target41 14 179 1 1 1 1
all-images-CVIU11-pattern18-target42 14 188 1 1 1 1
all-images-CVIU11-pattern18-target43 14 366 2 1 2 1
all-images-CVIU11-pattern18-target44 14 455 1 1 1 1
all-images-CVIU11-pattern18-target45 14 400 1 1 1 1
all-images-CVIU11-pattern18-target46 14 190 1 1 1 1
all-images-CVIU11-pattern18-target47 14 318 1 1 1 1
all-images-CVIU11-pattern18-target48 14 130 1 1 1 1
all-images-CVIU11-pattern18-target49 14 194 1 1 1 1
all-images-CVIU11-pattern18-target5 14 345 1 1 1 1
all-images-CVIU11-pattern18-target50 14 359 1 1 1 1
all-images-CVIU11-pattern18-target51 14 134 1 1 1 1
all-images-CVIU11-pattern18-target52 14 149 1 1 1 1
all-images-CVIU11-pattern18-target53 14 115 1 1 1 1
all-images-CVIU11-pattern18-target54 14 103 1 1 1 1
all-images-CVIU11-pattern18-target55 14 88 1 1 1 1
all-images-CVIU11-pattern18-target56 14 74 1 1 1 1
all-images-CVIU11-pattern18-target57 14 465 1 1 1 1
all-images-CVIU11-pattern18-target58 14 68 1 1 1 1
all-images-CVIU11-pattern18-target59 14 284 1 1 1 1
all-images-CVIU11-pattern18-target6 14 308 1 1 1 1
all-images-CVIU11-pattern18-target60 14 143 1 1 1 1
all-images-CVIU11-pattern18-target61 14 253 1 1 1 1
all-images-CVIU11-pattern18-target62 14 341 1 1 1 1
all-images-CVIU11-pattern18-target63 14 233 1 1 1 1
all-images-CVIU11-pattern18-target64 14 152 1 1 1 1
all-images-CVIU11-pattern18-target65 14 136 1 1 1 1
all-images-CVIU11-pattern18-target66 14 83 0 0 0 0
all-images-CVIU11-pattern18-target67 14 336 1 1 1 1
all-images-CVIU11-pattern18-target68 14 371 1 1 1 1
all-images-CVIU11-pattern18-target69 14 454 1 1 1 1
all-images-CVIU11-pattern18-target7 14 306 1 1 1 1
all-images-CVIU11-pattern18-target70 14 371 1 1 1 1
all-images-CVIU11-pattern18-target71 14 266 1 1 1 1
all-images-CVIU11-pattern18-target72 14 236 1 1 1 1
all-images-CVIU11-pattern18-target73 14 355 1 1 1 1
all-images-CVIU11-pattern18-target74 14 373 1 1 1 1
all-images-CVIU11-pattern18-target75 14 393 1 1 1 1
all-images-CVIU11-pattern18-target76 14 393 0 0 0 0
all-images-CVIU11-pattern18-target77 14 399 1 1 1 1
all-images-CVIU11-pattern18-target78 14 377 1 1 1 1
all-images-CVIU11-pattern18-target79 14 65 1 1 1 1
all-images-CVIU11-pattern18-target8 14 138 1 1 1 1
all-images-CVIU11-pattern18-target80 14 84 1 1 1 1
all-images-CVIU11-pattern18-target81 14 185 0 0 0 0
all-images-CVIU11-pattern18-target82 14 221 1 1 1 1
all-images-CVIU11-pattern18-target83 14 216 1 1 1 1
all-images-CVIU11-pattern18-target84 14 16 1 1 1 1
all-images-CVIU11-pattern18-target85 14 279 1 1 1 1
all-images-CVIU11-pattern18-target86 14 177 1 1 1 1
all-images-CVIU11-pattern18-target87 14 149 1 1 1 1
all-images-CVIU11-pattern18-target88 14 331 1 1 1 1
all-images-CVIU11-pattern18-target89 14 100 1 1 1 1
all-images-CVIU11-pattern18-target9 14 180 1 1 1 1
all-images-CVIU11-pattern18-target90 14 53 1 1 1 1
all-images-CVIU11-pattern18-target91 14 24 1 1 1 1
all-images-CVIU11-pattern18-target92 14 357 1 1 1 1
all-images-CVIU11-pattern18-target93 14 174 1 1 1 1
all-images-CVIU11-pattern18-target94 14 283 1 1 1 1
all-images-CVIU11-pattern18-target95 14 35 0 0 0 0
all-images-CVIU11-pattern18-target96 14 98 0 0 0 0
all-images-CVIU11-pattern18-target97 14 111 0 0 0 0
all-images-CVIU11-pattern18-target98 14 58 1 1 1 1
all-images-CVIU11-pattern18-target99 14 265 1 1 1 1
all-images-CVIU11-pattern19-target1 14 223 18 1 18 1
all-images-CVIU11-pattern19-target10 14 205 12 1 12 1
all-images-CVIU11-pattern19-target100 14 44 4 1 4 1
all-images-CVIU11-pattern19-target101 14 48 1 1 1 1
all-images-CVIU11-pattern19-target102 14 97 5 1 5 1
all-images-CVIU11-pattern19-target103 14 140 12 2 12 2
all-images-CVIU11-pattern19-target104 14 222 28 3 28 3
all-images-CVIU11-pattern19-target105 14 255 13 1 13 2
all-images-CVIU11-pattern19-target106 14 219 20 1 20 1
all-images-CVIU11-pattern19-target107 14 127 9 1 9 1
all-images-CVIU11-pattern19-target108 14 374 48 9 48 10
all-images-CVIU11-pattern19-target109 14 243 13 2 13 2
all-images-CVIU11-pattern19-target11 14 77 7 1 7 1
all-images-CVIU11-pattern19-target110 14 98 4 1 4 1
all-images-CVIU11-pattern19-target111 14 90 12 1 12 1
all-images-CVIU11-pattern19-target112 14 95 5 2 5 2
all-images-CVIU11-pattern19-target113 14 108 1 1 1 1
all-images-CVIU11-pattern19-target114 14 73 4 1 4 1
all-images-CVIU11-pattern19-target115 14 177 19 1 19 1
all-images-CVIU11-pattern19-target116 14 383 24 2 24 2
all-images-CVIU11-pattern19-target117 14 214 27 1 27 1
all-images-CVIU11-pattern19-target118 14 179 18 1 18 2
all-images-CVIU11-pattern19-target119 14 409 32 3 32 4
all-images-CVIU11-pattern19-target12 14 202 12 1 12 1
all-images-CVIU11-pattern19-target120 14 226 24 5 24 5
all-images-CVIU11-pattern19-target121 14 289 17 1 17 1
all-images-CVIU11-pattern19-target122 14 141 21 1 21 2
all-images-CVIU11-pattern19-target123 14 299 29 6 29 6
all-images-CVIU11-pattern19-target124 14 187 29 2 29 3
all-images-CVIU11-pattern19-target125 14 324 10 2 10 2
all-images-CVIU11-pattern19-target126 14 28 7 1 7 1
all-images-CVIU11-pattern19-target127 14 37 4 1 4 1
all-images-CVIU11-pattern19-target128 14 242 27 3 27 3
all-images-CVIU11-pattern19-target129 14 45 7 2 7 2
all-images-CVIU11-pattern19-target13 14 190 21 7 21 8
all-images-CVIU11-pattern19-target130 14 45 6 1 6 1
all-images-CVIU11-pattern19-target131 14 93 12 1 12 1
all-images-CVIU11-pattern19-target132 14 176 31 4 31 4
all-images-CVIU11-pattern19-target133 14 110 14 1 14 1
all-images-CVIU11-pattern19-target134 14 129 10 3 10 3
all-images-CVIU11-pattern19-target135 14 118 21 5 21 6
all-images-CVIU11-pattern19-target136 14 153 22 10 22 13
all-images-CVIU11-pattern19-target137 14 46 14 2 14 4
all-images-CVIU11-pattern19-target138 14 495 27 7 27 7
all-images-CVIU11-pattern19-target139 14 61 16 1 16 1
all-images-CVIU11-pattern19-target14 14 46 3 1 3 1
all-images-CVIU11-pattern19-target140 14 82 8 1 8 1
all-images-CVIU11-pattern19-target141 14 56 4 1 4 1
all-images-CVIU11-pattern19-target142 14 128 24 1 24 2
all-images-CVIU11-pattern19-target143 14 131 21 3 21 3
all-images-CVIU11-pattern19-target144 14 167 5 1 5 1
all-images-CVIU11-pattern19-target145 14 89 10 3 10 3
all-images-CVIU11-pattern19-target146 14 263 21 2 21 2
all-images-CVIU11-pattern19-target15 14 32 13 2 13 2
all-images-CVIU11-pattern19-target16 14 66 5 1 5 1
all-images-CVIU11-pattern19-target17 14 266 24 2 24 2
all-images-CVIU11-pattern19-target18 14 227 26 2 26 3
all-images-CVIU11-pattern19-target19 14 467 26 5 26 5
all-images-CVIU11-pattern19-target2 14 188 9 2 9 2
all-images-CVIU11-pattern19-target20 14 302 15 1 15 1
all-images-CVIU11-pattern19-target21 14 195 13 1 13 1
all-images-CVIU11-pattern19-target22 14 120 16 4 16 4
all-images-CVIU11-pattern19-target23 14 246 17 3 17 5
all-images-CVIU11-pattern19-target24 14 32 6 1 6 3
all-images-CVIU11-pattern19-target25 14 126 1 1 1 1
all-images-CVIU11-pattern19-target26 14 57 8 1 8 1
all-images-CVIU11-pattern19-target27 14 179 20 4 20 4
all-images-CVIU11-pattern19-target28 14 41 5 1 5 1
all-images-CVIU11-pattern19-target29 14 432 33 2 33 2
all-images-CVIU11-pattern19-target3 14 266 19 2 19 2
all-images-CVIU11-pattern19-target30 14 306 18 2 18 2
all-images-CVIU11-pattern19-target31 14 283 22 6 22 7
all-images-CVIU11-pattern19-target32 14 481 29 3 29 4
all-images-CVIU11-pattern19-target33 14 463 41 4 41 6
all-images-CVIU11-pattern19-target34 14 177 14 3 14 3
all-images-CVIU11-pattern19-target35 14 391 29 4 29 4
all-images-CVIU11-pattern19-target36 14 124 29 12 29 12
all-images-CVIU11-pattern19-target37 14 401 21 5 21 8
