instance family glasgow hybrid-rbj hybrid-rbj-init hybrid-noedge-rbj hybrid-noedge-rbj-init
all-images-CVIU11-pattern21-target119 14 407 419 6016 421 108
all-images-CVIU11-pattern21-target12 14 216 221 3554 248 131
all-images-CVIU11-pattern21-target120 14 246 242 4018 262 129
all-images-CVIU11-pattern21-target121 14 349 325 5008 337 107
all-images-CVIU11-pattern21-target122 14 151 185 2485 269 105
all-images-CVIU11-pattern21-target123 14 307 310 5186 340 96
all-images-CVIU11-pattern21-target124 14 197 216 2939 208 71
all-images-CVIU11-pattern21-target125 14 282 296 4353 291 91
all-images-CVIU11-pattern21-target126 14 34 56 544 56 29
all-images-CVIU11-pattern21-target127 14 66 69 715 72 30
all-images-CVIU11-pattern21-target128 14 284 302 4555 307 156
all-images-CVIU11-pattern21-target129 14 71 54 825 88 47
all-images-CVIU11-pattern21-target13 14 200 203 3431 215 112
all-images-CVIU11-pattern21-target130 14 51 53 806 86 62
all-images-CVIU11-pattern21-target131 14 119 143 1653 121 94
all-images-CVIU11-pattern21-target132 14 159 161 2134 166 73
all-images-CVIU11-pattern21-target133 14 130 118 1843 120 56
all-images-CVIU11-pattern21-target134 14 181 145 2421 179 114
all-images-CVIU11-pattern21-target135 14 127 123 2002 213 73
all-images-CVIU11-pattern21-target136 14 135 169 2236 164 72
all-images-CVIU11-pattern21-target137 14 70 87 859 83 62
all-images-CVIU11-pattern21-target138 14 423 402 6358 425 126
all-images-CVIU11-pattern21-target139 14 68 106 1116 70 78
all-images-CVIU11-pattern21-target14 14 52 54 887 87 33
all-images-CVIU11-pattern21-target140 14 111 92 1338 84 52
all-images-CVIU11-pattern21-target141 14 98 63 1091 74 75
all-images-CVIU11-pattern21-target142 14 121 125 2092 128 75
all-images-CVIU11-pattern21-target143 14 141 140 1451 133 90
all-images-CVIU11-pattern21-target144 14 185 205 2703 184 100
all-images-CVIU11-pattern21-target145 14 72 75 1157 91 73
all-images-CVIU11-pattern21-target146 14 303 338 4442 315 93
all-images-CVIU11-pattern21-target15 14 37 60 615 39 52
all-images-CVIU11-pattern21-target16 14 92 76 1233 87 75
all-images-CVIU11-pattern21-target17 14 281 289 4112 277 89
all-images-CVIU11-pattern21-target18 14 275 241 3983 271 127
all-images-CVIU11-pattern21-target19 14 426 429 7229 449 167
all-images-CVIU11-pattern21-target2 14 185 177 2915 192 116
all-images-CVIU11-pattern21-target20 14 321 334 4695 383 144
all-images-CVIU11-pattern21-target21 14 232 235 3426 257 75
all-images-CVIU11-pattern21-target22 14 126 133 1907 146 107
all-images-CVIU11-pattern21-target23 14 270 233 3958 336 137
all-images-CVIU11-pattern21-target24 14 37 62 620 58 53
all-images-CVIU11-pattern21-target25 14 102 108 1865 121 101
all-images-CVIU11-pattern21-target26 14 64 65 1162 60 71
all-images-CVIU11-pattern21-target27 14 184 198 2855 195 113
all-images-CVIU11-pattern21-target28 14 51 49 856 77 52
all-images-CVIU11-pattern21-target29 14 445 437 6500 610 119
all-images-CVIU11-pattern21-target3 14 266 271 4372 300 106
all-images-CVIU11-pattern21-target30 14 311 308 4962 447 120
all-images-CVIU11-pattern21-target31 14 278 273 3650 256 122
all-images-CVIU11-pattern21-target32 14 502 560 7371 579 223
all-images-CVIU11-pattern21-target33 14 488 472 6776 452 118
all-images-CVIU11-pattern21-target34 14 216 227 3167 193 118
all-images-CVIU11-pattern21-target35 14 423 433 6596 448 211
all-images-CVIU11-pattern21-target36 14 154 132 2260 153 61
all-images-CVIU11-pattern21-target37 14 402 412 6158 492 113
all-images-CVIU11-pattern21-target38 14 347 354 5589 374 118
all-images-CVIU11-pattern21-target39 14 156 157 2454 179 61
all-images-CVIU11-pattern21-target4 14 271 243 3723 355 75
all-images-CVIU11-pattern21-target40 14 201 218 3237 262 76
all-images-CVIU11-pattern21-target41 14 190 222 3005 253 129
all-images-CVIU11-pattern21-target42 14 213 217 3228 226 78
all-images-CVIU11-pattern21-target43 14 345 332 4956 387 129
all-images-CVIU11-pattern21-target44 14 445 462 7426 493 134
all-images-CVIU11-pattern21-target45 14 448 440 6593 470 131
all-images-CVIU11-pattern21-target46 14 209 200 3168 239 119
all-images-CVIU11-pattern21-target47 14 433 431 5294 360 158
all-images-CVIU11-pattern21-target48 14 144 117 1935 124 58
all-images-CVIU11-pattern21-target49 14 205 206 3081 228 80
all-images-CVIU11-pattern21-target5 14 333 348 5613 354 93
all-images-CVIU11-pattern21-target50 14 388 428 5877 474 124
all-images-CVIU11-pattern21-target51 14 157 185 2543 205 107
all-images-CVIU11-pattern21-target52 14 170 179 2564 194 125
all-images-CVIU11-pattern21-target53 14 131 132 1675 117 70
all-images-CVIU11-pattern21-target54 14 150 151 1790 146 51
all-images-CVIU11-pattern21-target55 14 108 96 1647 124 56
all-images-CVIU11-pattern21-target56 14 79 80 1325 77 48
all-images-CVIU11-pattern21-target57 14 491 490 7203 485 152
all-images-CVIU11-pattern21-target58 14 107 122 1402 87 81
all-images-CVIU11-pattern21-target59 14 320 336 5030 330 121
all-images-CVIU11-pattern21-target6 14 424 403 5160 386 107
all-images-CVIU11-pattern21-target60 14 165 191 2822 219 119
all-images-CVIU11-pattern21-target61 14 290 333 4907 394 138
all-images-CVIU11-pattern21-target62 14 363 367 5389 388 116
all-images-CVIU11-pattern21-target63 14 261 277 4143 256 80
all-images-CVIU11-pattern21-target64 14 179 177 2934 179 74
all-images-CVIU11-pattern21-target65 14 161 160 2717 169 89
all-images-CVIU11-pattern21-target66 14 127 137 1772 138 98
all-images-CVIU11-pattern21-target67 14 371 358 5840 434 105
all-images-CVIU11-pattern21-target68 14 392 408 6327 413 160
all-images-CVIU11-pattern21-target69 14 429 434 7191 483 147
all-images-CVIU11-pattern21-target7 14 316 321 4765 407 116
all-images-CVIU11-pattern21-target70 14 383 394 5731 402 137
all-images-CVIU11-pattern21-target71 14 282 291 4741 415 175
all-images-CVIU11-pattern21-target72 14 324 323 4104 285 155
all-images-CVIU11-pattern21-target73 14 380 399 5795 398 128
all-images-CVIU11-pattern21-target74 14 422 445 6264 478 113
all-images-CVIU11-pattern21-target75 14 416 453 6423 467 125
all-images-CVIU11-pattern21-target76 14 435 441 6852 468 115
all-images-CVIU11-pattern21-target77 14 417 425 6829 425 133
all-images-CVIU11-pattern21-target78 14 414 477 6236 445 116
all-images-CVIU11-pattern21-target79 14 100 98 1342 120 55
all-images-CVIU11-pattern21-target8 14 161 164 2765 215 100
all-images-CVIU11-pattern21-target80 14 113 144 1764 105 52
all-images-CVIU11-pattern21-target81 14 173 178 2699 180 122
all-images-CVIU11-pattern21-target82 14 251 226 3566 260 100
all-images-CVIU11-pattern21-target83 14 285 270 3992 252 91
all-images-CVIU11-pattern21-target84 14 23 24 378 23 41
all-images-CVIU11-pattern21-target85 14 373 338 4713 326 131
all-images-CVIU11-pattern21-target86 14 202 240 3026 213 77
all-images-CVIU11-pattern21-target87 14 190 204 2774 173 71
all-images-CVIU11-pattern21-target88 14 287 337 4333 380 107
all-images-CVIU11-pattern21-target89 14 114 119 1801 155 82
all-images-CVIU11-pattern21-target9 14 203 198 2695 175 79
all-images-CVIU11-pattern21-target90 14 68 108 1159 124 76
all-images-CVIU11-pattern21-target91 14 56 55 567 52 46
all-images-CVIU11-pattern21-target92 14 398 410 6449 443 160
all-images-CVIU11-pattern21-target93 14 208 238 3453 225 139
all-images-CVIU11-pattern21-target94 14 295 280 4691 325 92
all-images-CVIU11-pattern21-target95 14 58 71 722 50 49
all-images-CVIU11-pattern21-target96 14 149 160 2053 200 102
all-images-CVIU11-pattern21-target97 14 130 164 2036 156 61
all-images-CVIU11-pattern21-target98 14 96 71 1042 67 39
all-images-CVIU11-pattern21-target99 14 297 273 4154 317 131
all-images-CVIU11-pattern22-target1 14 233 191 2973 303 89
all-images-CVIU11-pattern22-target10 14 156 155 2124 193 58
all-images-CVIU11-pattern22-target100 14 41 60 638 32 33
all-images-CVIU11-pattern22-target101 14 42 42 671 52 29
all-images-CVIU11-pattern22-target102 14 86 80 1351 72 49
all-images-CVIU11-pattern22-target103 14 108 130 1493 113 57
all-images-CVIU11-pattern22-target104 14 223 254 2975 254 83
all-images-CVIU11-pattern22-target105 14 225 218 2887 220 80
all-images-CVIU11-pattern22-target106 14 186 173 2249 183 89
all-images-CVIU11-pattern22-target107 14 115 111 1722 117 92
all-images-CVIU11-pattern22-target108 14 389 395 5124 368 106
all-images-CVIU11-pattern22-target109 14 235 240 3151 251 122
all-images-CVIU11-pattern22-target11 14 91 72 1072 79 39
all-images-CVIU11-pattern22-target110 14 100 98 1336 178 44
all-images-CVIU11-pattern22-target111 14 83 115 1186 87 46
all-images-CVIU11-pattern22-target112 14 82 72 1230 127 52
all-images-CVIU11-pattern22-target113 14 93 95 1515 99 50
all-images-CVIU11-pattern22-target114 14 83 51 887 64 56
all-images-CVIU11-pattern22-target115 14 205 190 2245 275 68
all-images-CVIU11-pattern22-target116 14 468 445 5391 446 134
all-images-CVIU11-pattern22-target117 14 229 247 2840 214 85
all-images-CVIU11-pattern22-target118 14 165 179 2172 142 101
all-images-CVIU11-pattern22-target119 14 387 383 4676 386 91
all-images-CVIU11-pattern22-target12 14 206 203 2710 222 116
all-images-CVIU11-pattern22-target120 14 211 214 3081 285 99
all-images-CVIU11-pattern22-target121 14 277 270 3779 326 104
all-images-CVIU11-pattern22-target122 14 169 164 1945 236 112
all-images-CVIU11-pattern22-target123 14 331 298 3980 315 86
all-images-CVIU11-pattern22-target124 14 187 191 2283 228 115
all-images-CVIU11-pattern22-target125 14 266 251 3361 255 110
all-images-CVIU11-pattern22-target126 14 23 23 412 23 50
all-images-CVIU11-pattern22-target127 14 32 33 603 36 51
all-images-CVIU11-pattern22-target128 14 229 223 3329 254 81
all-images-CVIU11-pattern22-target129 14 58 53 691 79 32
all-images-CVIU11-pattern22-target13 14 207 253 2668 223 89
all-images-CVIU11-pattern22-target130 14 42 40 620 40 51
all-images-CVIU11-pattern22-target131 14 84 83 1285 85 67
all-images-CVIU11-pattern22-target132 14 116 109 1674 125 54
all-images-CVIU11-pattern22-target133 14 117 103 1495 113 93
all-images-CVIU11-pattern22-target134 14 127 162 1782 133 63
all-images-CVIU11-pattern22-target135 14 117 126 1565 105 62
all-images-CVIU11-pattern22-target136 14 137 137 1753 140 76
all-images-CVIU11-pattern22-target137 14 50 595 686 550 45
all-images-CVIU11-pattern22-target138 14 413 438 4998 429 100
all-images-CVIU11-pattern22-target139 14 62 62 829 66 71
all-images-CVIU11-pattern22-target14 14 70 41 690 66 30
all-images-CVIU11-pattern22-target140 14 67 84 1008 98 51
all-images-CVIU11-pattern22-target141 14 56 59 853 82 35
all-images-CVIU11-pattern22-target142 14 108 104 1655 128 75
all-images-CVIU11-pattern22-target143 14 100 72 1133 81 44
all-images-CVIU11-pattern22-target144 14 159 138 2061 149 66
all-images-CVIU11-pattern22-target145 14 62 88 869 57 40
all-images-CVIU11-pattern22-target146 14 267 305 3403 320 122
all-images-CVIU11-pattern22-target15 14 27 24 484 37 48
all-images-CVIU11-pattern22-target16 14 72 72 937 51 77
all-images-CVIU11-pattern22-target17 14 253 235 3192 265 80
all-images-CVIU11-pattern22-target18 14 211 242 3155 232 74
all-images-CVIU11-pattern22-target19 14 417 421 5583 439 108
all-images-CVIU11-pattern22-target2 14 164 176 2261 230 63
all-images-CVIU11-pattern22-target20 14 293 269 3605 295 160
all-images-CVIU11-pattern22-target21 14 185 170 2559 182 71
all-images-CVIU11-pattern22-target22 14 123 108 1528 104 89
all-images-CVIU11-pattern22-target23 14 270 264 3070 366 91
all-images-CVIU11-pattern22-target24 14 31 28 485 27 58
all-images-CVIU11-pattern22-target25 14 94 88 1395 98 52
all-images-CVIU11-pattern22-target26 14 49 67 912 48 74
all-images-CVIU11-pattern22-target27 14 177 204 2188 235 71
all-images-CVIU11-pattern22-target28 14 44 68 646 40 34
all-images-CVIU11-pattern22-target29 14 424 517 5005 488 185
all-images-CVIU11-pattern22-target3 14 268 267 3346 304 99
all-images-CVIU11-pattern22-target30 14 302 300 3828 350 161
all-images-CVIU11-pattern22-target31 14 230 211 2846 223 72
all-images-CVIU11-pattern22-target32 14 482 487 5668 501 163
all-images-CVIU11-pattern22-target33 14 465 460 5175 453 98
all-images-CVIU11-pattern22-target34 14 191 222 2382 237 79
all-images-CVIU11-pattern22-target35 14 470 458 5176 430 163
all-images-CVIU11-pattern22-target36 14 125 132 1723 205 108
all-images-CVIU11-pattern22-target37 14 397 393 4610 419 93
all-images-CVIU11-pattern22-target38 14 345 334 4320 354 137
all-images-CVIU11-pattern22-target39 14 131 131 1852 144 70
all-images-CVIU11-pattern22-target4 14 234 231 2815 239 75
all-images-CVIU11-pattern22-target40 14 184 237 2494 233 123
all-images-CVIU11-pattern22-target41 14 205 200 2373 218 121
all-images-CVIU11-pattern22-target42 14 206 193 2533 234 72
all-images-CVIU11-pattern22-target43 14 323 326 3886 338 93
all-images-CVIU11-pattern22-target44 14 453 450 5626 464 145
all-images-CVIU11-pattern22-target45 14 429 393 5046 405 104
all-images-CVIU11-pattern22-target46 14 204 192 2518 226 98
all-images-CVIU11-pattern22-target47 14 344 318 4040 369 134
all-images-CVIU11-pattern22-target48 14 126 130 1681 143 59
all-images-CVIU11-pattern22-target49 14 196 193 2385 288 101
all-images-CVIU11-pattern22-target5 14 322 357 4305 348 92
all-images-CVIU11-pattern22-target50 14 392 388 4549 383 117
all-images-CVIU11-pattern22-target51 14 159 151 1986 234 65
all-images-CVIU11-pattern22-target52 14 161 191 1977 180 71
all-images-CVIU11-pattern22-target53 14 102 100 1342 99 84
all-images-CVIU11-pattern22-target54 14 133 118 1405 104 70
all-images-CVIU11-pattern22-target55 14 124 88 1315 91 72
all-images-CVIU11-pattern22-target56 14 63 106 1016 85 76
all-images-CVIU11-pattern22-target57 14 486 483 5652 489 119
all-images-CVIU11-pattern22-target58 14 71 104 1074 104 40
all-images-CVIU11-pattern22-target59 14 296 312 3878 274 84
all-images-CVIU11-pattern22-target6 14 335 326 3951 408 115
all-images-CVIU11-pattern22-target60 14 189 179 2131 183 68
all-images-CVIU11-pattern22-target61 14 299 308 3802 345 128
all-images-CVIU11-pattern22-target62 14 358 353 4136 459 102
all-images-CVIU11-pattern22-target63 14 245 274 3253 286 77
all-images-CVIU11-pattern22-target64 14 230 173 2269 206 98
all-images-CVIU11-pattern22-target65 14 230 160 2071 197 66
all-images-CVIU11-pattern22-target66 14 111 131 1299 129 92
all-images-CVIU11-pattern22-target67 14 388 360 4447 367 100
all-images-CVIU11-pattern22-target68 14 354 369 5023 475 136
all-images-CVIU11-pattern22-target69 14 432 410 5589 448 125
all-images-CVIU11-pattern22-target7 14 312 308 3730 357 91
all-images-CVIU11-pattern22-target70 14 373 361 4422 358 166
all-images-CVIU11-pattern22-target71 14 266 279 3642 312 83
all-images-CVIU11-pattern22-target72 14 264 282 3088 280 105
all-images-CVIU11-pattern22-target73 14 430 405 4484 336 153
all-images-CVIU11-pattern22-target74 14 402 442 4926 477 110
all-images-CVIU11-pattern22-target75 14 376 380 4954 438 112
all-images-CVIU11-pattern22-target76 14 389 404 5396 402 172
all-images-CVIU11-pattern22-target77 14 422 422 5202 421 119
all-images-CVIU11-pattern22-target78 14 419 419 4795 482 93
all-images-CVIU11-pattern22-target79 14 110 116 1067 110 43
all-images-CVIU11-pattern22-target8 14 179 155 2155 139 74
all-images-CVIU11-pattern22-target80 14 83 85 1365 126 91
all-images-CVIU11-pattern22-target81 14 166 193 2095 235 117
all-images-CVIU11-pattern22-target82 14 244 231 2782 228 111
all-images-CVIU11-pattern22-target83 14 235 239 3099 252 137
all-images-CVIU11-pattern22-target84 14 21 35 327 23 40
all-images-CVIU11-pattern22-target85 14 270 297 3620 376 126
all-images-CVIU11-pattern22-target86 14 228 231 2383 241 95
all-images-CVIU11-pattern22-target87 14 157 147 2184 178 60
all-images-CVIU11-pattern22-target88 14 293 291 3395 311 117
all-images-CVIU11-pattern22-target89 14 138 132 1471 140 51
all-images-CVIU11-pattern22-target9 14 156 168 2044 161 117
all-images-CVIU11-pattern22-target90 14 63 61 901 61 61
all-images-CVIU11-pattern22-target91 14 24 25 484 24 28
all-images-CVIU11-pattern22-target92 14 404 434 4957 454 93
all-images-CVIU11-pattern22-target93 14 205 196 2648 270 95
all-images-CVIU11-pattern22-target94 14 275 275 3628 279 106
all-images-CVIU11-pattern22-target95 14 36 52 561 48 27
all-images-CVIU11-pattern22-target96 14 123 113 1576 166 73
all-images-CVIU11-pattern22-target97 14 147 115 1552 114 54
all-images-CVIU11-pattern22-target98 14 51 74 837 48 40
all-images-CVIU11-pattern22-target99 14 301 298 3306 306 75
all-images-CVIU11-pattern23-target1 14 242 205 1350 278 99
all-images-CVIU11-pattern23-target10 14 170 139 982 190 53
all-images-CVIU11-pattern23-target100 14 35 35 307 34 28
all-images-CVIU11-pattern23-target101 14 35 36 336 41 29
all-images-CVIU11-pattern23-target102 14 85 80 597 80 45
all-images-CVIU11-pattern23-target103 14 104 102 682 98 44
all-images-CVIU11-pattern23-target104 14 218 218 1344 213 72
all-images-CVIU11-pattern23-target105 14 223 227 1371 309 78
all-images-CVIU11-pattern23-target106 14 162 151 1032 195 59
all-images-CVIU11-pattern23-target107 14 109 112 803 128 47
all-images-CVIU11-pattern23-target108 14 348 338 2239 378 91
all-images-CVIU11-pattern23-target109 14 215 247 1516 226 110
all-images-CVIU11-pattern23-target11 14 98 102 490 68 66
all-images-CVIU11-pattern23-target110 14 122 87 615 105 81
all-images-CVIU11-pattern23-target111 14 80 84 569 111 55
all-images-CVIU11-pattern23-target112 14 72 108 557 97 71
all-images-CVIU11-pattern23-target113 14 95 113 690 116 44
all-images-CVIU11-pattern23-target114 14 49 49 416 50 65
all-images-CVIU11-pattern23-target115 14 163 193 1075 166 70
all-images-CVIU11-pattern23-target116 14 372 379 2357 459 91
all-images-CVIU11-pattern23-target117 14 199 212 1314 187 66
all-images-CVIU11-pattern23-target118 14 138 164 1014 132 56
all-images-CVIU11-pattern23-target119 14 371 355 2126 366 75
all-images-CVIU11-pattern23-target12 14 178 180 1209 194 115
all-images-CVIU11-pattern23-target120 14 203 229 1400 208 105
all-images-CVIU11-pattern23-target121 14 277 294 1716 325 110
all-images-CVIU11-pattern23-target122 14 128 127 892 131 99
all-images-CVIU11-pattern23-target123 14 272 315 1819 281 97
all-images-CVIU11-pattern23-target124 14 166 157 1077 203 114
all-images-CVIU11-pattern23-target125 14 248 261 1517 256 69
all-images-CVIU11-pattern23-target126 14 22 35 222 23 35
all-images-CVIU11-pattern23-target127 14 31 29 258 46 46
