instance "si-noninduced-gss-20201105" "si-noninduced-pathlad-20201105" "si-noninduced-vf2-20201105" "si-noninduced-ri-20201105" "si-noninduced-minion-preprocess-gac-20201105" "si-noninduced-hybrid-preprocess-gac-comm-checker-20201105" "si-noninduced-hybrid-preprocess-gac-comm-test-20201105" "si-noninduced-hybrid-preprocess-gac-comm-propagate-20201105" "si-noninduced-hybrid-preprocess-gac-comm-rollback-20201105" "si-noninduced-hybrid-preprocess-gac-comm-randomrollback-20201105" "si-moreoddthaneven-minion-preprocess-gac-20201105" "si-moreoddthaneven-hybrid-preprocess-gac-comm-checker-20201105" "si-moreoddthaneven-hybrid-preprocess-gac-comm-test-20201105" "si-moreoddthaneven-hybrid-preprocess-gac-comm-propagate-20201105" "si-moreoddthaneven-hybrid-preprocess-gac-comm-rollback-20201105" "si-moreoddthaneven-hybrid-preprocess-gac-comm-randomrollback-20201105" "si-lessthreeodd-minion-preprocess-gac-20201105" "si-lessthreeodd-hybrid-preprocess-gac-comm-checker-20201105" "si-lessthreeodd-hybrid-preprocess-gac-comm-test-20201105" "si-lessthreeodd-hybrid-preprocess-gac-comm-propagate-20201105" "si-lessthreeodd-hybrid-preprocess-gac-comm-rollback-20201105" "si-lessthreeodd-hybrid-preprocess-gac-comm-randomrollback-20201105" "si-parity-minion-preprocess-gac-20201105" "si-parity-hybrid-preprocess-gac-comm-checker-20201105" "si-parity-hybrid-preprocess-gac-comm-test-20201105" "si-parity-hybrid-preprocess-gac-comm-propagate-20201105" "si-parity-hybrid-preprocess-gac-comm-rollback-20201105" "si-parity-hybrid-preprocess-gac-comm-randomrollback-20201105"
g11-g62 0.0157439 0.0127302 1000.01 3.14156 NaN 2.88525 5.82703 5.37055 2.84017 3.04249 NaN 3.09282 6.417 5.89647 3.0956 3.26561 NaN 3.0011 6.28273 5.4457 3.1158 3.18364 NaN 2.96576 4.12002 4.29331 2.91424 3.27115
g11-g63 0.0544034 5.22485 1000.01 20.6249 NaN 4.57365 26.472 28.1484 4.57384 8.45002 NaN 4.92219 27.127 28.7163 4.71907 8.75642 NaN 4.78968 26.0346 27.6946 4.82967 9.00569 159.874 4.63798 9.14389 10.1285 4.51223 6.34407
g11-g64 0.0560243 0.30142 67.3164 1000.02 10.6217 10.8168 11.145 11.1967 10.925 10.8354 11.2628 11.0403 11.5762 11.6391 11.3346 11.3689 537.005 NaN 11.8513 12.0373 97.2475 48.0034 NaN NaN 22.1457 11.0587 25.4144 18.353
g11-g65 0.0133773 2.74028 1000.01 0.0724722 NaN 4.33155 4.21899 4.22723 4.2434 4.41006 NaN 4.73199 4.52181 4.61806 4.5416 4.47839 NaN 4.40063 4.6408 4.41766 4.5461 4.58241 151.909 4.56522 4.77545 4.62713 4.40794 4.60163
g11-g67 0.00658433 0.00412566 4.2019 0.0232891 28.994 3.4258 3.35714 3.30887 3.3073 3.36449 27.9211 3.60231 3.56578 3.53493 3.79412 3.59847 28.9065 3.50311 3.45777 3.47873 3.52245 3.71376 10.5579 3.52683 3.44734 3.4403 3.41391 3.42398
g11-g68 133.422 NaN 1000.01 919.575 NaN 126.134 NaN NaN 130.845 NaN NaN 127.187 NaN NaN 129.305 NaN NaN 127.188 NaN NaN 129.164 NaN NaN 127.628 NaN NaN 128.83 NaN
g11-g69 0.0106857 0.00536439 16.7447 0.0249205 132.735 3.4594 3.47211 3.39968 3.5911 3.34858 135.308 3.67077 3.65856 3.67975 3.69702 3.64473 101.44 3.48013 3.53294 3.47918 3.53321 3.55849 19.0316 3.49041 3.48236 3.5592 3.51585 3.53578
g11-g70 0.00738228 0.0045086 0.078369 0.0262088 12.8203 2.86592 2.85618 2.85409 2.94104 2.8804 13.354 3.10918 3.27236 3.17589 3.31742 3.14776 12.6316 3.16874 3.0784 3.24387 3.08601 3.14287 6.84572 3.14694 2.9602 3.07273 2.9918 2.96661
g11-g71 0.0104763 0.00603721 21.8296 0.0260796 161.978 3.41504 3.38946 3.37686 3.43274 3.38725 164.253 3.76398 3.70521 3.70971 3.75221 3.76891 131.832 3.50702 3.69949 3.50964 3.63959 3.56284 21.3711 3.48449 3.61543 3.52488 3.53712 3.47744
g11-g72 0.00553456 0.00466684 17.9359 0.0241292 45.1759 2.35025 2.37153 2.29705 2.44181 2.31736 46.9233 2.60225 2.63012 2.58207 2.55791 2.56747 27.1136 2.43739 2.40056 2.42285 2.42874 2.46733 3.93223 2.35294 2.31934 2.32893 2.31926 2.33681
g11-g74 0.0266596 0.0222614 67.5424 0.0695586 4.03357 3.33084 3.62487 4.97183 3.41841 3.46098 9.56993 29.1507 33.587 67.4942 33.2949 7.61855 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g11-g75 0.0404337 0.146507 1000.01 0.0369314 8.72146 NaN NaN NaN NaN NaN 9.01367 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 8.96999 NaN NaN NaN NaN NaN
g11-g76 0.191317 0.480491 0.0383529 0.0866933 33.0146 NaN NaN NaN NaN NaN 33.4601 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN 33.266 NaN NaN NaN NaN NaN
g11-g77 0.438457 0.907348 0.107772 0.171491 73.6142 74.0443 74.1764 75.9063 74.8926 74.1752 74.4205 75.1748 75.8823 75.7291 76.1821 75.4954 73.7254 NaN 76.9005 76.6748 NaN NaN 73.7433 NaN 75.5857 75.9939 468.719 628.143
g11-g78 0.0268626 0.250597 0.00881326 0.0283881 5.41914 5.52913 7.54852 7.7264 5.39991 5.39806 5.6918 6.98559 10.4452 11.9133 6.19619 6.36696 NaN 13.972 142.763 159.146 17.9392 27.625 NaN 5.79949 10.9579 11.9358 6.56201 7.20169
g11-g79 0.0145196 0.0129993 117.921 0.0285337 NaN 4.05606 4.00544 3.98334 4.07095 4.11762 NaN 4.353 4.35675 4.39069 4.37443 4.42059 NaN 4.24766 4.20588 4.18748 4.20244 4.20639 246.583 4.0411 4.07117 4.08641 4.07817 4.1081
g11-g80 0.00608131 0.00662738 0.0100979 0.0240978 3.98014 2.97165 2.83436 3.01497 2.96197 2.89227 4.39594 3.335 3.37439 3.45903 3.45866 3.41255 4.33221 3.24647 3.44589 3.316 3.35141 3.3546 3.5843 3.19148 3.28226 3.07649 3.22493 2.99083
g11-g81 0.0451592 26.3689 1000.01 0.120341 NaN 7.79495 7.69008 7.74212 7.68119 7.72214 NaN 8.12554 8.29167 8.14451 8.33371 8.33689 NaN 7.97306 8.01499 7.90737 8.13552 7.98965 338.796 7.76319 8.04067 8.0679 7.8659 7.72936
g11-g83 0.0216236 26.7738 1000.01 0.154985 NaN 6.92235 7.02441 7.044 7.03016 7.00201 NaN 7.45859 7.32425 7.32485 7.37516 7.42657 NaN 7.17957 7.28893 7.0899 7.31175 7.1726 27.2453 7.10395 7.04227 7.08894 7.02149 7.07087
g11-g84 0.271235 1.46515 0.0652759 0.152856 56.6754 57.0145 56.9459 58.3135 57.6612 57.0302 56.7398 57.9312 59.1973 59.1466 57.2434 57.0122 55.8155 NaN 58.7394 59.5808 143.727 102.785 55.8869 NaN 58.4889 58.8194 234.528 121.63
g11-g85 0.00785789 0.00916334 0.019427 0.027704 54.6509 4.21686 4.17749 4.09355 4.16624 3.98463 54.9897 4.47984 4.39861 4.41453 4.50435 4.55932 56.1984 4.25021 4.21693 4.19348 4.09784 4.25376 26.3094 4.11162 4.0461 4.0844 4.17349 4.04474
g11-g87 0.0443648 0.402079 1000.01 0.0523494 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g11-g88 0.0566282 3.04271 1000.01 0.184294 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g11-g89 0.00910695 0.00990149 1.17911 0.0339154 159.595 4.65799 4.60718 4.72556 4.62226 4.60849 153.871 4.9815 4.9845 5.30581 5.10288 5.33417 154.827 4.94909 4.86634 4.9857 5.07995 4.9388 53.1276 4.79424 4.69692 4.66147 4.71732 4.82943
g11-g90 0.0118563 0.014306 153.861 0.0369728 NaN 7.21539 7.22967 7.28071 7.22177 7.28573 NaN 7.78907 7.84965 7.91628 7.73276 7.71954 NaN 7.54644 7.7121 7.48983 7.66241 7.5154 984.203 7.48316 7.36661 7.41101 7.33638 7.35506
g11-g91 0.0367899 0.0138302 1000.01 0.0420674 928.638 5.86678 5.90285 5.87202 6.01694 5.88309 970.674 6.52173 6.30363 6.22208 6.3168 6.39742 723.425 6.07538 6.13952 6.04655 5.972 6.11793 83.1253 6.05804 5.82717 5.939 6.04163 5.92743
g11-g92 0.039374 0.0229056 801.09 0.0359717 842.46 6.24107 6.34539 6.38152 6.28717 6.32064 836.801 6.94625 6.70453 6.70252 6.89737 6.98775 785.055 6.63922 6.59102 6.81036 6.56125 6.53524 210.246 6.41782 6.47437 6.34357 6.29915 6.52358
g11-g94 0.0189136 0.0256442 151.847 0.0433544 NaN 8.25822 8.18863 8.25113 8.28716 8.29834 NaN 8.80389 8.92864 8.78844 8.81099 8.81289 NaN 8.69371 8.49051 8.58145 8.60526 8.50416 449.051 8.32516 8.19316 8.28019 8.36853 8.53804
g11-g95 0.046583 0.0223734 5.40002 0.0372359 42.2811 5.05446 4.9307 5.08206 5.04677 4.96156 42.943 5.36567 5.38539 5.30418 5.53738 5.54319 40.375 5.27096 5.14369 5.13247 5.28509 5.25776 17.2254 5.09674 5.19505 5.10358 5.16223 5.17698
g11-g96 0.0645371 0.0224074 7.76102 0.0383522 68.2116 5.22812 5.20968 5.16939 5.32091 5.30949 69.0787 5.65795 5.8652 5.73238 5.84996 5.83332 64.0398 5.78568 5.56385 5.44213 5.49614 5.51485 23.8122 5.33822 5.40198 5.34332 5.48716 5.32612
g11-g97 0.0479467 0.0204681 6.39477 0.139533 55.4471 5.07924 5.12941 5.19912 5.31328 5.20277 59.5811 5.65893 5.64951 5.68459 5.85675 5.71492 52.4465 5.37091 5.58374 5.42911 5.55195 5.39788 22.3466 5.38902 5.32918 5.41571 5.18332 5.26719
g11-g98 0.0535143 0.0404218 45.2398 0.0562508 213.408 6.27681 6.04094 6.11162 6.12821 6.11729 221.295 6.67375 6.54438 6.63649 6.53069 6.66084 186.446 6.60104 6.40589 6.47475 6.3315 6.32804 51.6352 6.23397 6.19407 6.4602 6.34857 6.36086
g11-g99 0.0517055 0.0414025 55.0663 0.0602187 209.807 5.9704 6.10435 5.9785 6.02996 6.01846 218.418 6.3972 6.52127 6.43068 6.5774 6.52134 183.131 6.27911 6.23155 6.37044 6.30752 6.40495 48.6502 6.07855 6.43516 6.19992 6.00931 6.25117
g12-g100 0.0114279 0.0182525 0.0230922 0.0390439 27.72 6.47149 6.54008 6.48557 6.42234 6.59217 28.562 7.0703 7.08915 7.16338 7.10046 7.37969 27.9931 6.87427 6.80296 6.74045 6.96438 6.9263 19.0822 6.53577 6.661 6.58909 6.54995 6.64468
g12-g101 0.0163854 0.0250591 0.038891 0.0481998 246.183 10.8832 10.8001 10.5659 10.6649 10.6687 239.387 11.2211 11.8251 11.5386 11.3456 11.3518 249.397 11.0486 11.3015 11.0487 11.0479 10.947 126.993 11.0344 10.7342 10.6817 10.9318 10.842
g12-g102 0.0196595 0.0275245 0.0445587 0.0521011 282.72 12.6485 12.5169 12.6338 12.5116 12.4313 276.822 13.4393 13.3292 13.3329 13.3766 13.3788 283.615 13.0141 13.1519 12.8037 12.9794 13.1185 146.511 12.6574 12.6577 12.6974 12.6596 12.7629
g12-g103 0.0382506 0.0279112 0.252166 0.0785788 683.901 16.238 16.2273 16.0242 16.0059 16.1945 682.678 17.0775 16.6287 16.4978 16.4921 16.5855 662.413 16.5092 16.2741 16.3944 16.2612 16.3985 326.529 16.1619 15.8784 16.1031 16.0415 16.0027
g12-g104 0.0235921 0.0503141 0.202303 0.0724123 370.467 13.5901 13.5414 13.689 13.8751 13.8007 374.417 14.2589 14.4569 14.4091 14.2971 14.2545 369.477 14.1181 14.0354 14.0159 13.9638 14.1172 176.151 13.9512 13.7667 13.8236 13.5944 13.7185
g12-g105 0.0223407 0.0493126 0.205641 0.0823883 335.452 13.8035 13.5328 13.798 13.7048 13.8104 343.214 14.1836 14.4235 14.5635 14.4147 14.391 348.244 14.3142 14.0819 14.0561 13.8605 14.0109 164.367 13.7969 13.8311 13.7778 14.0239 13.6744
g12-g106 0.266797 0.110083 0.568723 1.95691 NaN 23.8398 23.9189 24.1951 23.8159 24.1639 NaN 24.9464 25.126 25.0541 25.0512 24.8849 NaN 24.8587 24.5849 24.5989 24.4914 24.6702 609.015 24.1161 23.9634 24.1156 24.3114 24.1224
g12-g107 0.228526 0.0855047 0.42235 0.124322 773.659 20.232 20.5774 20.2403 20.3114 20.5022 796.865 21.283 21.1214 20.6527 21.2588 21.0889 796.705 21.7933 22.0951 22.2746 22.1578 22.3515 376.701 21.3399 21.4661 21.5677 22.0194 21.6237
g12-g108 0.30592 0.099908 0.510779 0.136455 925.497 22.5911 22.7013 22.8291 22.4452 23.0434 941.541 23.306 23.5033 23.5662 23.6456 23.2773 942.098 22.9453 23.0066 23.1373 23.1302 23.2866 454.297 22.7479 22.6883 22.5569 22.5735 23.078
g12-g109 0.0362824 0.103137 0.17838 0.147689 801.607 26.7259 26.7271 27.0281 27.079 26.4614 794.754 27.8995 27.8112 27.7653 27.7459 27.5776 800.898 27.256 27.3044 27.2133 27.2142 27.1909 412.275 26.767 26.7446 26.6501 26.4495 26.8279
g12-g110 0.651441 5.62179 1.3726 0.613908 NaN 46.1913 49.2693 49.8308 46.7561 46.6939 NaN 47.1468 50.9549 50.7202 48.0011 47.928 NaN 47.1524 49.5621 50.1058 47.525 47.9414 NaN 47.2957 48.9989 49.408 46.9523 48.4761
g12-g111 0.389045 0.149635 0.810384 1.78113 NaN 29.1785 29.2984 29.1412 29.1439 29.1982 NaN 30.1675 29.9922 29.9164 30.076 30.0113 NaN 29.66 29.5896 29.409 29.6161 29.5531 702.27 28.9715 29.0668 29.2043 29.3227 29.0283
g12-g112 0.562092 0.168251 0.49602 0.240499 817.921 34.115 33.9957 34.0936 34.1764 34.0902 830.834 35.2447 34.958 35.0478 34.8837 34.8984 823.348 34.7559 34.4523 34.4536 34.7658 34.976 432.853 34.3521 33.911 33.905 34.2152 34.5065
g12-g51 0.011699 0.00321192 1000 7.2644 164.841 2.49702 2.60518 2.6881 2.85369 2.78756 152.523 2.79781 3.20258 2.9598 3.14801 2.85695 148.32 2.79278 2.62659 2.71602 2.56465 2.90515 5.43303 2.55803 2.6384 2.55816 2.53468 3.08662
g12-g52 0.00581096 0.00281268 0.00487269 0.0224894 2.67122 2.32859 2.37634 2.36611 2.3579 2.35 3.10205 2.69238 2.61704 2.80271 2.79874 2.77404 2.89557 2.40251 2.41747 2.5345 2.44039 2.58653 2.65231 2.50054 2.56543 2.51677 2.46512 2.49964
g12-g53 0.00642206 0.0030757 0.00865497 0.026035 7.23289 2.70946 2.71635 2.77363 2.68312 2.75469 8.01283 3.01277 3.08702 3.08551 3.00399 3.25907 7.97954 2.97314 3.07505 2.86181 2.86708 2.96427 4.39433 2.85221 2.75299 2.86886 2.88909 2.80509
g12-g54 0.0083803 0.00341194 0.0098109 0.0227187 12.3206 3.00905 3.06349 2.98151 2.93703 3.07036 13.4449 3.18367 3.13418 3.13156 3.18879 3.17052 13.2858 3.15666 3.51535 3.04442 3.36148 3.24395 6.34698 3.35087 3.25516 3.31868 3.25115 3.09623
g12-g55 0.00630386 0.00332471 0.00667813 0.0248157 7.29684 3.046 2.90324 3.05526 2.88308 3.01874 7.59199 3.10334 3.16152 3.18401 3.19376 3.26265 7.64877 3.05261 3.00312 3.02171 3.07754 3.25808 4.85264 3.02203 3.03679 3.10376 2.95252 3.041
g12-g56 0.00962406 0.00339479 0.0107534 0.0230078 15.3443 2.98624 3.00784 3.02202 3.09319 3.03453 15.684 3.28339 3.27017 3.21282 3.27971 3.3455 15.5422 3.274 3.16589 3.13834 3.08539 3.15648 6.85815 3.1773 3.38609 3.13448 3.23559 3.10043
g12-g57 0.00606368 0.00284404 0.00390889 0.02193 2.81824 2.86385 2.4842 2.50727 2.56063 2.46142 2.97778 2.89988 3.14432 2.64618 2.549 2.81158 2.73097 2.59565 2.5841 2.81353 2.62967 2.52317 2.6768 2.32254 2.50203 2.60843 2.62733 2.43618
g12-g61 0.00651821 0.00335947 0.0050277 0.0223253 5.65251 3.02759 3.14537 3.16942 3.24266 3.04851 6.17612 3.45745 3.87753 3.39877 3.3357 3.44274 5.82721 3.33198 3.38787 3.22102 3.21206 3.29556 4.29897 3.32944 3.39515 3.32911 3.37803 3.19124
g12-g62 0.00611651 0.00376248 1000.01 0.0265358 8.27787 3.27537 3.22104 3.15613 3.21249 3.13797 8.96853 3.39598 3.39578 3.47571 3.36364 3.41527 8.96535 3.39841 3.38037 3.27521 3.37203 3.31887 4.86731 3.36142 3.36742 3.28245 3.32896 3.33181
g12-g63 0.018732 0.0355458 0.109572 0.354305 177.35 4.85433 4.87507 4.85898 5.03775 4.75389 178.791 5.35752 5.62006 5.24164 5.47937 5.24342 181.414 5.01065 5.0945 4.92082 5.01743 4.95611 43.7145 4.97001 4.96592 5.03827 4.98047 4.88798
g12-g64 0.06033 8.71597 1000.01 1000.02 NaN 11.0581 11.4628 11.7245 11.1363 11.1603 NaN 16.2091 11.9715 12.3602 12.0941 14.855 NaN NaN NaN NaN NaN NaN NaN NaN NaN 285.519 NaN NaN
g12-g65 0.00765608 0.0042346 0.0309765 0.0292364 91.4127 4.72613 4.79612 4.48895 4.52737 4.61235 90.2908 4.96297 5.05623 4.85109 4.85552 4.77152 89.7065 4.63219 4.72361 4.65756 4.56405 4.58276 34.3718 4.51834 4.54666 4.46066 4.46384 4.42999
g12-g67 0.00950014 0.00385043 0.00568329 0.0272647 12.2761 3.78066 3.74982 4.15023 4.16554 3.78993 12.1294 4.12261 4.1675 4.16739 4.0641 3.9477 11.8372 4.05019 3.73933 3.97166 4.07195 4.35104 7.92401 3.89992 3.88301 3.74819 3.83476 4.17045
g12-g68 1.2674 5.04854 8.4862 29.1987 NaN 9.75912 537.547 589.353 9.47196 101.771 NaN 9.55242 536.649 599.406 9.84426 101.904 NaN 9.48296 540.287 593.175 9.71297 102.723 288.691 9.21928 154.97 166.805 9.23675 40.3812
g12-g69 0.00682646 0.00431333 0.00723374 0.0256038 15.4232 3.67559 3.76875 3.84278 3.67955 3.75363 15.752 4.03998 3.91917 3.84854 3.99824 4.04231 15.1376 3.72981 3.76482 3.76865 3.94669 3.79905 8.8085 3.66476 3.71981 3.81411 3.84931 3.94686
g12-g70 0.00855445 0.00435764 0.00663759 0.0235245 10.8904 3.22387 3.1819 3.38616 3.3346 3.42644 11.8734 3.71027 3.88962 3.83487 3.73667 3.8054 11.0213 3.40606 3.55182 3.495 3.48102 3.74506 7.09979 3.28833 3.36607 3.27324 3.22453 3.23797
g12-g71 0.0072086 0.00452147 0.00731589 0.0255053 15.8203 3.6403 3.6265 3.69484 3.62396 3.67863 16.5018 3.88598 3.92056 3.99078 3.88872 3.96389 15.4874 3.87567 3.80105 4.02008 3.86678 4.04031 9.16215 3.77652 3.79501 3.92031 3.73441 3.74042
g12-g72 0.00589168 0.00432761 0.00511855 0.0224194 2.61617 2.45755 2.43455 2.53389 2.47607 2.51121 2.91098 2.71593 2.72273 2.83983 2.76289 2.80841 2.86177 2.76652 2.6351 2.66948 2.66308 2.66671 2.67842 2.65725 2.59725 2.55508 2.53611 2.60356
g12-g74 4.55294 0.03292 1000 1000.02 NaN 46.9529 6.83304 7.72184 49.1103 15.8332 NaN 49.1099 7.21869 8.11844 50.6148 17.1969 591.453 48.0064 6.51322 7.39411 49.7112 12.0132 231.452 48.091 4.44615 4.22825 49.5849 4.67486
g12-g75 0.0450112 0.17865 1000.01 0.0364736 9.76514 NaN NaN NaN NaN NaN 9.89461 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g12-g76 0.203898 0.756868 1000.01 0.0894231 33.8038 NaN NaN NaN NaN NaN 34.2618 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g12-g77 0.443382 1.59881 0.109673 0.192644 74.3286 74.1207 75.9083 74.7098 75.9209 74.4483 74.833 NaN 75.8834 76.591 117.102 74.6552 74.2292 NaN 75.9803 76.3685 NaN NaN 74.7766 NaN 75.4119 75.5731 NaN 840.617
g12-g78 0.00893285 0.00573045 0.0430658 0.0279742 127.6 5.54151 5.50413 5.48824 5.84791 5.55902 129.495 5.81073 5.90665 5.83211 5.8147 5.93304 128.816 5.71058 5.75875 5.79596 5.73597 5.71787 43.1776 5.63634 5.74488 5.67537 5.56714 5.70334
g12-g79 0.00955655 0.00618996 0.0139879 0.0263548 27.0628 4.34658 4.43016 4.42188 4.45255 4.39986 27.7194 4.87136 4.8484 4.75434 5.00989 4.79355 27.3302 4.6201 4.59975 4.60031 4.60065 4.76771 15.0933 4.65324 4.48443 4.60642 4.54824 4.46563
g12-g80 0.00646769 0.00731627 0.00808333 0.0253451 4.66977 3.41829 3.6744 3.34287 3.32451 3.27216 5.03313 3.70987 3.69992 3.85989 3.80911 4.02755 4.85094 3.62236 3.27084 3.60057 3.81325 3.71147 4.3265 3.50294 3.50944 3.56566 3.46863 3.55444
g12-g81 0.0125936 0.0108132 0.0932311 0.0351419 291.829 8.15129 7.97455 8.02597 8.02197 8.1033 290.085 8.63252 8.59053 8.663 8.67083 8.50367 286.825 8.41722 8.39922 8.35785 8.281 8.33662 126.003 8.03429 8.13609 8.1584 8.24603 8.12793
g12-g83 0.0103384 0.00964828 0.0128393 0.0419462 46.8385 7.4201 7.37344 7.50084 7.30957 7.30527 47.8604 7.79295 7.82259 7.75056 7.92736 7.88435 48.5364 7.59758 7.55184 7.54615 7.49142 7.45912 26.6503 7.39958 7.41069 7.39112 7.38906 7.40264
g12-g84 1000.23 NaN 1000.02 1000.03 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
g12-g85 0.0080132 0.00917446 0.0124258 0.027984 45.3905 4.55422 4.49847 4.58976 4.46633 4.45603 45.2612 4.82788 4.87344 4.94695 4.88712 4.93319 44.5746 4.71923 4.69241 4.67367 4.61455 4.73117 24.7791 4.5623 4.66091 4.5595 4.59102 4.56695
g12-g87 0.0208263 0.0100924 0.0344395 0.036553 70.1328 6.35509 6.27428 6.22938 6.37146 6.19308 71.0712 6.69655 6.72491 6.7507 6.84337 6.86921 72.1448 6.56302 6.71319 6.54018 6.49904 6.40581 32.1411 6.36218 6.25458 6.23974 6.2952 6.32368
g12-g88 0.0145918 0.00904894 0.0385271 0.0313999 85.2255 6.90625 6.89168 7.01117 7.09527 6.98717 86.0469 7.24003 7.64337 7.36874 7.20451 7.31198 85.7155 7.01182 7.13827 7.53216 7.11631 7.05023 37.4242 7.00559 7.03203 6.89881 6.78558 6.90944
g12-g89 0.00951787 0.00891622 0.01187 0.0288816 53.3486 5.05466 5.13159 5.00576 4.98209 5.02787 53.1493 5.47547 5.51964 5.54968 5.46251 5.47186 54.3939 5.2876 5.30772 5.30659 5.25448 5.32933 28.8837 5.20529 5.16797 5.25063 5.05145 5.125
g12-g90 0.0160868 0.013042 0.0178248 0.0374426 79.8929 7.91015 7.98034 7.857 7.99802 7.99133 82.0478 8.22668 8.40605 8.29058 8.34993 8.32304 79.6075 8.28279 8.15003 8.11622 8.12764 8.21197 44.1476 7.94182 7.908 7.84433 7.9711 7.92179
g12-g91 0.0277835 0.0139956 0.030625 0.0431472 51.58 6.36276 6.424 6.43522 6.45373 6.52705 53.0067 6.9301 6.84021 6.83442 6.96166 6.8697 52.4119 6.76567 6.81933 6.64951 6.64377 6.74831 29.8836 6.53014 6.47632 6.60242 6.45576 6.61509
g12-g92 0.0339421 0.0163329 0.0359683 0.0356268 65.3929 7.1916 7.41549 7.17817 7.0424 7.04838 65.4256 7.4968 7.68832 7.47608 7.63888 7.47485 64.6545 7.2544 7.26799 7.15533 7.25673 7.18884 33.754 7.07756 7.12876 7.08082 7.17788 7.16704
g12-g94 0.0137917 0.019717 0.0306469 0.0418812 133.039 9.32696 9.22029 9.05179 9.06002 9.07335 132.303 9.8911 9.68516 9.77222 9.85176 9.92313 135.109 9.54092 9.38403 9.5632 9.63358 9.61213 72.081 9.31496 9.50348 9.21765 9.31352 9.28787
g12-g95 0.014061 0.0198284 0.0418214 0.0385953 32.7088 6.02722 5.89761 5.94589 6.2269 6.49401 34.0471 6.68052 6.82323 6.67843 6.80505 6.64275 33.125 6.58918 6.81756 6.36217 6.64245 6.78164 19.7118 6.38376 6.37478 6.65979 6.46496 5.95018
g12-g96 0.0112064 0.0194796 0.0429217 0.0417403 44.5325 6.31577 6.08918 6.10035 6.08496 6.05773 43.2123 6.85599 6.57151 6.58017 6.84792 6.55504 42.6202 6.37908 6.41266 6.30568 6.52512 6.44347 25.1837 6.20619 6.33952 6.33761 6.05553 6.19275
g12-g97 0.0113038 0.0194215 0.0430094 0.037715 43.506 5.95652 5.9106 6.07156 6.1014 6.06164 41.8302 6.58566 6.6952 6.59774 6.71211 6.65946 42.1596 6.3384 6.37951 6.40399 6.53995 6.43576 24.5929 6.21396 6.06053 6.11841 6.29733 6.30225
g12-g98 0.0118603 0.0213187 0.0501276 0.0491742 73.1142 6.94297 6.99143 7.03583 6.83795 6.94114 74.5282 7.35951 7.53067 7.718 7.60263 7.55291 72.4466 7.07616 7.16464 7.19567 7.14472 7.22169 39.75 7.08642 6.91641 6.91798 7.08621 7.06189
g12-g99 0.0118432 0.0210225 0.0493429 0.0397967 76.8298 6.91392 6.95881 6.99889 7.04169 7.06467 76.999 7.73174 7.70875 7.55206 7.66975 7.73885 75.1022 7.2809 7.42899 7.2782 7.15369 7.39843 40.5092 7.04202 7.00225 6.99769 7.2439 7.01053
g13-g100 0.0107347 0.0208448 0.0233129 0.0389737 10.935 5.78095 5.73116 5.86757 5.78684 5.7912 11.6054 6.4889 6.33479 6.40524 6.35169 6.43791 11.3215 6.12638 6.17471 6.31013 6.19458 6.14833 10.6763 5.92599 5.87428 5.94418 5.85001 5.80598
g13-g101 0.0230023 0.0241373 0.0385134 0.0568208 66.9264 10.1869 10.4873 10.1724 10.3164 10.1116 69.0405 11.0186 10.9502 10.9206 10.9112 11.495 67.2078 10.7054 10.9109 10.8977 10.5404 10.584 49.1358 10.3424 10.1768 10.5202 10.1161 10.6116
g13-g102 0.019539 0.0267986 0.0455003 0.0512481 74.922 11.7404 11.4898 11.4576 11.5466 11.4892 74.3404 12.2931 12.3265 12.2598 12.3482 12.4058 76.7059 11.9943 11.9874 11.9602 11.9382 12.0619 52.9634 11.5934 11.7383 11.5601 11.5904 11.5326
g13-g103 0.0274582 0.0283298 0.0544024 0.0841117 83.5861 15.3956 15.2635 15.258 15.4373 15.1758 84.7797 15.8047 15.7862 16.1986 16.3613 15.9501 85.0381 16.0489 15.407 15.7356 15.7449 15.9838 62.094 15.5331 15.7368 15.2437 15.3989 15.3523
g13-g104 0.12465 0.0512114 0.186453 0.106693 180.98 11.8342 11.9649 11.9797 12.0545 12.1517 181.097 12.9418 12.7065 12.7522 12.849 12.6271 183.429 12.2526 12.332 12.1175 12.2415 12.2385 109.11 12.0228 11.9469 11.9811 11.9605 12.0443
g13-g105 0.148428 0.0502152 0.17587 0.107723 182.884 11.9976 12.0737 12.0844 12.3007 12.3037 185.21 12.8222 12.9192 12.9624 12.7296 13.1666 181.172 12.6751 12.7017 12.44 12.7406 12.462 103.273 12.2188 12.2761 12.6088 12.1219 12.0604
